filename,condition,tau_mean_WLS,tau_std_WLS,tau_mean_OLS,tau_std_OLS,tau_mean_WLS_QC,tau_std_WLS_QC,tau_mean_OLS_QC,tau_std_OLS_QC
resampled_data_batch_31.npz,4,139.610221,0.739489,139.378111,1.090979,139.684312,0.278425,139.508265,0.340930
resampled_data_batch_32.npz,4,139.709184,0.267886,139.514305,0.325572,139.736332,0.265128,139.545669,0.325714
resampled_data_batch_33.npz,4,139.721605,0.225430,139.512564,0.275150,139.741750,0.228975,139.548517,0.271011
resampled_data_batch_34.npz,4,139.741447,0.641312,139.561634,0.917151,139.715211,0.447426,139.475539,0.336463
resampled_data_batch_35.npz,4,139.645612,0.285614,139.440927,0.339097,139.634033,0.304711,139.446818,0.364527
resampled_data_batch_36.npz,4,139.613747,0.255251,139.407561,0.316243,139.632934,0.271156,139.441465,0.330856
resampled_data_batch_37.npz,4,139.643792,1.021276,139.410160,1.029419,139.636813,0.611674,139.427512,0.347946
resampled_data_batch_38.npz,4,139.436650,0.968795,139.277888,0.914687,139.557672,0.307300,139.405452,0.362178
resampled_data_batch_39.npz,4,139.508487,0.260125,139.299992,0.306849,139.494141,0.236642,139.299707,0.271026
resampled_data_batch_40.npz,4,139.479049,1.357052,139.190600,1.611046,139.434595,0.308033,139.200491,0.379655
resampled_data_batch_41.npz,4,139.396605,0.540742,139.172266,0.371545,139.297774,0.354147,139.087957,0.333410
resampled_data_batch_42.npz,4,139.269162,0.280192,139.067485,0.322367,139.229038,0.278468,139.040636,0.328920
resampled_data_batch_43.npz,4,139.241627,1.015418,139.088185,1.298840,139.129245,0.492106,138.968189,0.296114
resampled_data_batch_44.npz,4,138.904999,0.346695,138.702949,0.331029,138.853384,0.287106,138.645559,0.322577
resampled_data_batch_45.npz,4,138.671770,0.261817,138.483755,0.305881,138.640108,0.267521,138.426673,0.314196
resampled_data_batch_46.npz,4,138.015444,0.497978,137.790326,0.810267,138.023621,0.255969,137.868470,0.285036
resampled_data_batch_47.npz,4,136.034090,0.360460,135.826837,0.393142,135.957211,0.330733,135.740092,0.375477
resampled_data_batch_48.npz,4,121.866082,1.994294,121.701157,1.966373,122.052437,1.989364,121.804044,1.946954
resampled_data_batch_49.npz,4,69.027442,3.739635,68.882548,3.758733,69.023009,2.987087,69.145404,2.929557
