filename,I0_mean_orig,I0_mean_filt,I0_std_orig,I0_std_filt,tau_mean_orig,tau_mean_filt,tau_std_orig,tau_std_filt,B_mean_orig,B_mean_filt,B_std_orig,B_std_filt,residuals_std_mean_orig,residuals_std_mean_filt,residuals_std_std_orig,residuals_std_std_filt
processed_data_batch_1.npz,1.4357647394500794,1.4357639765271175,0.053927784020419915,0.05392801907952011,139.1739255804119,139.17401963452386,2.3728263434750065,2.3728110189022953,0.02068984560118991,0.020689796740901507,0.000580887459488902,0.0005808735756323244,0.003814864516205668,0.003470619367117127,0.0017345609362993397,0.0017942760852860734
processed_data_batch_2.npz,1.4461988517769253,1.4461981427628745,0.03733891753015186,0.037338790892472835,139.72556486473061,139.72565975077634,0.31333499435909284,0.313323609825544,0.01959870611501697,0.019598637216489898,0.0005202579114118999,0.0005202734377482688,0.00328462899218719,0.002908872950542158,5.940193912970656e-05,4.908119529137323e-05
processed_data_batch_3.npz,1.4573759969957363,1.457374666781489,0.02837224926062893,0.02837238263890417,139.3860265903601,139.38618068718773,0.2831966919629341,0.28323427046715277,0.018729402353545123,0.01872933335482502,0.00010631663086972571,0.00010637110025737204,0.003284179130979337,0.002910082067731848,6.44959141196073e-05,5.480031192217817e-05
processed_data_batch_4.npz,1.448717535816705,1.4487163271720132,0.03313931118320915,0.03313923358576287,139.43872829822013,139.43886242609165,0.3567113365325743,0.35670568378006823,0.018602803453768718,0.018602757374266282,9.524969974897454e-05,9.52332657757796e-05,0.0032815965537988166,0.002906154225882489,5.855121364085116e-05,5.543027571801381e-05
processed_data_batch_5.npz,1.421997375506749,1.4219963432000873,0.06648136523416165,0.06648121714952226,139.79239557520094,139.79250395082926,0.20925407474302757,0.20927273266192603,0.018644734735172055,0.01864471727552832,9.29101283873128e-05,9.293127415825199e-05,0.0032696396408840515,0.0028907471118132175,6.363814956080782e-05,5.827457055485374e-05
processed_data_batch_6.npz,1.4431148214788405,1.443113790654132,0.039497976272144415,0.03949754478647251,139.6278637633546,139.62797550458694,0.26245761172913584,0.2624374752811105,0.018767406214400855,0.01876737200550063,8.96890663382841e-05,8.968535482564341e-05,0.0032865657970358167,0.0029080658121129373,5.7976896932035895e-05,5.1247290728383376e-05
processed_data_batch_7.npz,1.4454585576183123,1.4454573808149997,0.034440019603837996,0.03443981111950902,139.61244364268907,139.61257480895185,0.28155630506132756,0.28156822797268105,0.018795806472630308,0.01879575956200239,8.035182368005648e-05,8.034392200554007e-05,0.0032823445182474493,0.002902331669260283,6.137930960184947e-05,5.3035283963308775e-05
processed_data_batch_8.npz,1.4552050386624273,1.4552041064702614,0.028061407126804487,0.028061247240015914,139.49767486107933,139.49778002579362,0.32884859532344735,0.3288492330573249,0.018825498001571433,0.018825456865531578,9.704140848846326e-05,9.706623103432386e-05,0.003286826188225179,0.0029078556206309065,5.79161720559531e-05,5.291184983365446e-05
processed_data_batch_9.npz,1.442353093956823,1.4423519081824376,0.039554963959431845,0.039554889505844334,139.8394335454946,139.8395489306214,0.2438061273205251,0.24383403215746358,0.018767129427456435,0.018767129469928583,9.041694930639294e-05,9.041136786669724e-05,0.0032961759450200485,0.0029148771755419414,6.0069137630243604e-05,4.704846032105242e-05
processed_data_batch_10.npz,1.4381963114776688,1.4381951307967964,0.04137974207292429,0.04137957755886996,139.59506717628366,139.59518550757414,0.2983913910359158,0.29836711673100264,0.01884097958343214,0.01884096947950001,0.00010407216150520059,0.0001040829933768047,0.00328159213957355,0.0029052756647037392,6.227810801904208e-05,5.490766191336804e-05
processed_data_batch_11.npz,1.4411406690803779,1.4411395700939977,0.048855770091164014,0.04885606462325668,139.48065546880656,139.48076397310564,1.0340475184658355,1.0340145610264604,0.018860719303504657,0.01886071675775933,0.00020199706420729954,0.00020199203380579309,0.0033320288122562643,0.0029548256807321598,0.00042966205018448925,0.00045012340019145807
processed_data_batch_12.npz,1.4374578885129847,1.4374569219086366,0.049236870309925955,0.04923687728340965,139.2843999229357,139.28449820690838,0.9238138577123528,0.9238174445461219,0.018772774554652802,0.018772763059961055,0.0003371989340631893,0.00033718833575644314,0.003456357235408826,0.003092306658302426,0.0008701462158856419,0.0009069091993014253
processed_data_batch_13.npz,1.4421851661462906,1.4421842266526577,0.03611541087074861,0.036115365419175594,138.78259290218594,138.78268850186578,2.121995067517857,2.1219913774031665,0.01878444118893389,0.018784427790056853,0.0003537551024728227,0.0003537652377697302,0.0035091587362709787,0.0031473207626891066,0.0013186446123692878,0.001360292183195911
processed_data_batch_14.npz,1.436289744293288,1.4362884988503382,0.04414163342991494,0.044141610022400135,138.26622835119542,138.26634631164197,1.9903631957233803,1.9903129548615752,0.018662764585764744,0.018662766988412825,0.00040307375982292945,0.0004030851195307216,0.0035152485527837917,0.0031482422466011014,0.0012198810387643313,0.0012603151073592139
processed_data_batch_15.npz,1.4107415412278421,1.4107404951909022,0.03757609379503075,0.03757586283185802,131.6380460899786,131.63814110574904,1.495017404301154,1.4950533291223593,0.018953707735984083,0.018953714925126423,0.0004157304962527467,0.0004157361600407787,0.003382967325980603,0.0030049339454509562,0.0010575960421123705,0.0010851086737474602
processed_data_batch_16.npz,1.3267626513906614,1.326761486362534,0.03390833924967112,0.033908425685597175,112.58306559157067,112.5831594780312,0.8512102338099117,0.8512551299727616,0.01930311390749824,0.01930313078810921,0.00026757216648005386,0.0002675699935666346,0.003283493067730664,0.0029010033315903325,0.000612576017718515,0.0006432751954321631
processed_data_batch_17.npz,1.1552275610147436,1.155226411476956,0.03342245383433927,0.033422292090545674,86.43342815097307,86.43351354977045,1.333546997749887,1.333507411883479,0.019764215604862488,0.019764215483852817,0.0002635501438205455,0.0002635351721467392,0.003209867217019641,0.0028000478399278204,0.0009564664370942588,0.0009891078513009444
processed_data_batch_18.npz,1.0288696270076578,1.0288671117110475,0.02406613554034523,0.024066790646697103,71.87482334900007,71.8750009659702,0.36904364266799716,0.3690023417006276,0.02043099385529608,0.02043099210822335,0.0002661846264079012,0.0002661801652108769,0.003051349580041372,0.0026312525306037993,0.0002391480030941095,0.00024889427799398264
processed_data_batch_19.npz,1.06226151422196,1.0622594585633398,0.03496813509511983,0.034968937156435335,75.56801983708613,75.56816713474724,0.514030425675182,0.5140040094044727,0.02117860021036112,0.02117860428899684,0.00021079410589724623,0.00021078812543109788,0.003055190890008983,0.0026450843164432447,0.00017870672654239292,0.00019192952091547753
processed_data_batch_20.npz,1.2317723664134643,1.2317708608988773,0.030162332047904503,0.03016251486219672,96.46166285078837,96.46177882299453,1.0376999363825379,1.0376660850716273,0.021579746461648407,0.021579753343144725,0.00012041900296822221,0.00012041233629044182,0.0031246504509887278,0.002723188809708887,5.724159390112794e-05,4.907983228693414e-05
processed_data_batch_21.npz,1.3757640680448924,1.375762658214496,0.03774421713675453,0.03774413727219185,122.62235133616865,122.62247793584946,0.8460222493815798,0.8460104061721944,0.022011017949001423,0.022011015246440172,0.00010517533606477474,0.00010517697400119076,0.0032267175919159126,0.0028368263167679523,5.4831789009971566e-05,5.062838724334828e-05
processed_data_batch_22.npz,1.4307306336722756,1.4307296538281513,0.053657610256496006,0.05365775259479254,135.87634966884153,135.87643805191695,0.3964549798748589,0.39645707115700113,0.02220827577657447,0.022208290347089307,0.00010408926064301269,0.00010407795386716284,0.003277136419981269,0.00289564530598888,5.871528351637376e-05,5.313519902203468e-05
processed_data_batch_23.npz,1.4377971503434102,1.4377962667185933,0.05715953895694839,0.05715958214084188,138.98421490389453,138.98429722777766,0.3176713389820167,0.31768814446089716,0.02237033931177421,0.022370348660107342,9.485809248660062e-05,9.486099796920891e-05,0.0032834648537114703,0.0029065145223007975,5.969215650774527e-05,5.7794036118377775e-05
processed_data_batch_24.npz,1.4331298623085058,1.4331290953010454,0.056500735223055466,0.056500781219084535,139.27644529997775,139.27651684916734,0.32610655841097147,0.3261248118832602,0.0225237809106997,0.02252378943430375,0.00010406141526864008,0.00010406499174869056,0.00328078762713576,0.002900252311488263,5.923588646076924e-05,5.503853610916516e-05
processed_data_batch_25.npz,1.445146977504262,1.4451460522910429,0.053637133506184514,0.053637300910891035,139.3705619023996,139.37064489257156,1.4649755541552114,1.4649428612886517,0.022625324813190264,0.022625342986245876,0.0003166809137873398,0.0003166790807676449,0.0034123465995401976,0.0030440248070280436,0.0008298591249540768,0.0008631041633769233
processed_data_batch_26.npz,1.451042551929148,1.4510416046157657,0.046843959123502255,0.04684402752694059,139.48968535167427,139.48977285951474,0.39902548910132857,0.39900902369362773,0.022744862127365525,0.022744872322932742,0.00010751424296096591,0.00010750842110043118,0.0033067873886838016,0.00292504333358125,0.0001039653426948282,0.00010701972283974101
processed_data_batch_27.npz,1.452803587858459,1.4528025961885507,0.03943613028802511,0.039435769399822115,139.37480907904182,139.37489206952844,0.3065537792346535,0.30656407718535067,0.02282227406677239,0.022822303776415642,0.00010182469469134439,0.00010183338581733863,0.003302198521822351,0.002910360133006425,5.5810543444052355e-05,4.825109570158512e-05
processed_data_batch_28.npz,1.4552185575473207,1.4552175203750908,0.02866164543165011,0.02866196930716846,139.53012660233244,139.5302274930909,0.3192155900700356,0.3192314641593226,0.02289062860671384,0.02289062710264915,8.786173006643536e-05,8.789205634328834e-05,0.0032944883489506006,0.0029081862837055435,5.640117472956574e-05,5.322316010292431e-05
processed_data_batch_29.npz,1.430365105142378,1.4303642965181678,0.06836957988059805,0.06836988896903326,139.54200633608855,139.5420937289487,0.2838747604593632,0.2838548282939362,0.02293691044600717,0.022936893969897742,9.481682484420651e-05,9.483765290807529e-05,0.0032875203743309624,0.002898658250462962,5.9801194453610256e-05,5.1926349339325734e-05
processed_data_batch_30.npz,1.4450873971414748,1.445086152114806,0.05207505879973216,0.05207502024615394,139.54806624760184,139.5481929342147,1.009270379583691,1.0092930592704794,0.02301931366142691,0.02301929741843236,0.0002097264520310357,0.00020973535930372226,0.0033711094845993023,0.002997964528936932,0.0005349371831465359,0.0005668502377664476
processed_data_batch_31.npz,1.4499136250102163,1.4499122558622772,0.035153082662775885,0.03515315145163735,139.34790711524818,139.34805567564962,1.1118251092496954,1.1118819337720858,0.023049927461988248,0.023049885428499492,0.0002118092036579317,0.00021183947455822113,0.003338870704864109,0.002965558727007879,0.0004804376776068605,0.0004975908292483758
processed_data_batch_32.npz,1.450159157898881,1.4501580513722632,0.03877614637748867,0.038776093612030736,139.4864974165673,139.48661007435268,0.33054668889571304,0.3305939600641197,0.023087259868703452,0.023087244262416973,9.072595269323186e-05,9.073984140082553e-05,0.00329849883039878,0.0029087974719128992,6.12852328035753e-05,5.363188071259549e-05
processed_data_batch_33.npz,1.450354167238897,1.4503533248597218,0.04777355910343294,0.04777351171715175,139.48316522404,139.48325391130305,0.2798498847803412,0.2798143330892068,0.023075922419860156,0.0230759027053196,9.551983426588473e-05,9.552927896908942e-05,0.003291613101009886,0.0029093171093359555,6.03418460731703e-05,5.3008510729118995e-05
processed_data_batch_34.npz,1.450504219507814,1.4505036362630046,0.04276912335893752,0.04276949922835485,139.53509276268858,139.5351554338029,0.9383056296869563,0.9383128045862785,0.023065069184995436,0.023065055955004982,0.00021868808602559336,0.00021869324987491658,0.0033339929712835332,0.0029572748490574808,0.00044676103825941126,0.00046932235146358685
processed_data_batch_35.npz,1.4443510334926069,1.4443496059965708,0.04688563741642956,0.04688594504525556,139.41140238273593,139.41154689938486,0.3449726061421116,0.34500776037833436,0.023079645379118996,0.02307963222552884,9.989639000947618e-05,9.993891658888702e-05,0.0033056351456754117,0.002910417918823618,6.09596916605452e-05,5.358127216661426e-05
processed_data_batch_36.npz,1.4485115116508576,1.4485103197858662,0.049683759984075905,0.04968363289884849,139.3789427986386,139.37906905113695,0.3218672797642791,0.32183953278665295,0.023039045160362738,0.023039013994787385,8.497197729161681e-05,8.498377723986966e-05,0.0032933873050627095,0.002905410601214389,6.307327310941256e-05,4.910924061248768e-05
processed_data_batch_37.npz,1.4505070919388128,1.4505061644578665,0.039002077139854464,0.039002311982888296,139.378603081779,139.37870150008675,1.0413175849459628,1.0413057189144472,0.023070577940695176,0.023070556069683272,0.00020486734368746135,0.00020481593945647115,0.003394520419159197,0.003008080745864543,0.0006417714235501241,0.0006715305863283823
processed_data_batch_38.npz,1.4543956291299602,1.454394463652624,0.035598428308335026,0.035598803587615815,139.25081020740646,139.25094538058,0.9205700687688039,0.9205543728799058,0.023036179316471353,0.023036120494845866,0.0001049621150595092,0.00010493392420385947,0.0033403483372951522,0.0029568226042279502,0.0005061140154077472,0.0005250981759186975
processed_data_batch_39.npz,1.4571504533798,1.4571496026228938,0.037584669181410645,0.037584302474374234,139.27077204889724,139.2708488147615,0.31074100490952256,0.31069693885850647,0.0230865103636756,0.02308651945249303,9.324328650310927e-05,9.322451722630679e-05,0.003289232999555879,0.00291150281823061,6.301547804590875e-05,5.1802503915431616e-05
processed_data_batch_40.npz,1.4443603212572573,1.444359207813738,0.06032578889610832,0.06032585726561773,139.15800298383135,139.15812774132237,1.6344330632986244,1.6344103470635816,0.023101020181843658,0.023100975392746883,0.0002966232739782041,0.00029659548145408366,0.003404552997952759,0.0030267571106897028,0.0007953100909482186,0.0008273516700455908
processed_data_batch_41.npz,1.4528091880656002,1.4528082366365274,0.03236375101517973,0.032364023910019066,139.1421083397477,139.1422237648392,0.3719026578331964,0.37191165855071745,0.023100724549505458,0.023100663741111832,0.0002018833662523896,0.00020187407880587377,0.003325010238172899,0.002938862621441382,0.00019703786612929858,0.00020863004938864922
processed_data_batch_42.npz,1.4373936059647479,1.437392708290425,0.07157592831449884,0.0715757582253664,139.03963173153466,139.03973992602477,0.3286134420399813,0.3286107724091825,0.02309841444201542,0.023098356298129404,9.14649110095394e-05,9.146886857555717e-05,0.003294061687949248,0.002899920667729033,5.9161738445995695e-05,5.502984406736282e-05
processed_data_batch_43.npz,1.4466724943156801,1.4466712250206015,0.04748213846846734,0.04748224604958107,139.06089485589254,139.06105323313065,1.3236936831403374,1.3237115614010377,0.023083915537635936,0.02308382343894543,0.00023521837061199434,0.00023522682093397168,0.0033790802490796215,0.002995363158904838,0.000705552794185397,0.0007333215087996777
processed_data_batch_44.npz,1.4526600173851647,1.4526586973965028,0.038149820608533044,0.038149529517128994,138.6740863620697,138.67425125488433,0.33537260984386874,0.33532879702874885,0.0231338389078229,0.023133734316640873,0.00011145211881129232,0.00011146259009522607,0.0033110089754703675,0.0029146976735505378,8.905667934165277e-05,9.043623859752475e-05
processed_data_batch_45.npz,1.4481850461437498,1.448184063129866,0.03436729016194013,0.03436685314391644,138.45448506088368,138.45460707270536,0.31076156262393695,0.3107969178893813,0.02310171465936727,0.023101637947649745,9.931957531707874e-05,9.931965845176356e-05,0.0032987272389088437,0.0029052833254895986,6.358148969132525e-05,5.414754339252463e-05
processed_data_batch_46.npz,1.4351222837926265,1.4351209692962725,0.05608547235315725,0.056085283044928755,137.76018102857336,137.76034545725327,0.8284969112064569,0.8284867433344458,0.023160443258605924,0.023160341236177554,0.0002519924916909653,0.00025196491946154984,0.0033663537269577005,0.002975695549461604,0.0005488090043216783,0.0005690811853418929
processed_data_batch_47.npz,1.4310575223492321,1.4310564061503297,0.056671678046174775,0.05667159136581741,135.79779587405548,135.79793172651318,0.3974144674826101,0.3973911573336558,0.023181960002024566,0.023181881987997626,9.459843721476148e-05,9.457902532925156e-05,0.0032920909835552044,0.0028928012692223926,6.734094600082102e-05,5.7174861310543346e-05
processed_data_batch_48.npz,1.36422331990843,1.364222154007456,0.052940994447179486,0.052941104605154166,121.67679504484435,121.67692811518282,1.971050480150279,1.9710372940664769,0.023140796784379514,0.023140717088725424,8.638688048292668e-05,8.635915429506589e-05,0.003231017210560068,0.0028260404236619225,6.157941604623655e-05,5.62638108227401e-05
processed_data_batch_49.npz,0.995750955092235,0.9957490899570791,0.04812618678590567,0.04812686162776068,68.8661067308073,68.86625133022417,3.7720587087964277,3.7720033087820024,0.023094756643777047,0.023094699069321586,7.538620186618893e-05,7.539150078787383e-05,0.0030310885747051267,0.0026165264946380637,9.455218389977076e-05,9.100848163685344e-05
processed_data_batch_50.npz,0.29919683843133954,0.29919067954185075,0.036654722312066186,0.03665611518958052,26.262782092553625,26.263358319497243,1.5162234272767983,1.51608425685517,0.023009591755419757,0.023009532540118387,5.35164637642142e-05,5.350932045593957e-05,0.0028973375772951915,0.0024391815743827977,5.9417845082210045e-05,5.009407857655691e-05
processed_data_batch_51.npz,0.047593101465030804,0.04757329429763621,0.005443588873016214,0.0054452331469253675,13.796832427064025,13.80283438493404,0.4723913253363823,0.47168324632627234,0.023008312222089707,0.023008205936512698,5.6607606096925275e-05,5.6613040747486706e-05,0.002873926530551351,0.002425984145972891,5.673400527955817e-05,4.6139643985066445e-05
processed_data_batch_52.npz,0.04430710853881653,0.044289552002226236,0.00473480846584096,0.004739073533807234,13.598744909271494,13.604465131021186,0.446439661010424,0.4458994405092729,0.0230402298574431,0.023040135244429306,5.841357060864616e-05,5.84144426960032e-05,0.0028892185469374197,0.002428380231647604,5.8270311768679107e-05,4.640915410148506e-05
processed_data_batch_53.npz,0.26392754883284797,0.26392103715226567,0.036210384212617054,0.036213399344233385,24.842729129263017,24.843402025363286,1.4548055130082869,1.4544705544865761,0.023043075005886104,0.023043018361332882,6.026890285795446e-05,6.02711587249923e-05,0.002894186807742787,0.0024416223483465947,5.885610597006977e-05,4.132919140842347e-05
processed_data_batch_54.npz,0.9587347394169576,0.958732058730188,0.0541390036208444,0.05413922952617872,66.04440470181311,66.04460679580824,3.8375406008314363,3.8375066345112856,0.023125078653990112,0.023125012470832096,9.076147747671947e-05,9.077643206507838e-05,0.003044624857944076,0.0026105633992202014,0.00018933941155048074,0.0001954638657737519
