filename,condition,tau_mean_WLS,tau_std_WLS,tau_mean_OLS,tau_std_OLS,tau_mean_WLS_QC,tau_std_WLS_QC,tau_mean_OLS_QC,tau_std_OLS_QC
processed_data_batch_58.npz,2000,138.619724,0.961159,138.611547,0.954256,138.559274,0.931162,138.667650,0.859788
processed_data_batch_59.npz,2000,138.908757,0.997198,138.886992,1.007984,138.678387,1.067430,138.680011,1.046844
processed_data_batch_60.npz,2000,139.002383,1.192031,139.008640,1.319255,138.935623,1.139114,139.040204,1.215766
processed_data_batch_61.npz,2000,139.375646,0.974942,139.361009,0.979190,139.133122,0.930589,139.155448,0.826278
processed_data_batch_62.npz,2000,139.343600,1.137934,139.375461,1.197592,139.033024,0.844978,139.096900,0.949392
processed_data_batch_63.npz,2000,139.611287,1.678409,139.644509,1.977648,139.570558,1.028181,139.612397,0.976944
processed_data_batch_64.npz,2000,139.552641,1.345791,139.453057,1.040466,139.422057,0.774149,139.392104,0.754248
processed_data_batch_65.npz,2000,139.599796,0.938643,139.613574,0.944640,139.708644,0.959157,139.702791,0.997561
processed_data_batch_66.npz,2000,139.798105,4.060674,139.780046,3.589945,139.805953,1.047711,139.874651,1.050062
processed_data_batch_67.npz,2000,139.992089,5.182797,140.015583,4.987021,139.734145,1.010334,139.686963,1.071457
processed_data_batch_68.npz,2000,140.676666,13.756318,140.645641,13.486495,139.607145,0.960804,139.520061,0.859783
processed_data_batch_69.npz,2000,139.733891,1.082611,139.752156,1.066379,139.262921,0.917913,139.193773,0.866724
processed_data_batch_70.npz,2000,139.650147,1.153416,139.630942,1.189735,140.127191,0.896571,140.076725,0.862466
processed_data_batch_71.npz,2000,139.493114,1.424036,139.519621,1.622519,139.330809,0.705207,139.364206,0.688816
processed_data_batch_72.npz,2000,139.642882,1.167982,139.655090,1.178061,139.529490,0.470814,139.287479,0.548157
processed_data_batch_73.npz,2000,139.501301,4.351643,139.512186,4.136722,139.400029,0.846728,139.558798,0.778204
processed_data_batch_74.npz,2000,139.654793,1.085380,139.668602,1.092033,139.282821,0.683058,139.267957,0.684040
processed_data_batch_75.npz,2000,139.656931,1.630951,139.680461,2.067668,138.508014,1.941128,138.286324,2.590312
processed_data_batch_76.npz,2000,139.706528,1.068803,139.741306,1.051377,139.940983,1.391990,140.108606,1.368636
processed_data_batch_77.npz,2000,139.874981,1.873916,139.923968,2.299528,140.257006,0.586268,140.298889,0.695426
processed_data_batch_78.npz,2000,139.668435,1.079750,139.676940,1.057087,139.924360,1.232640,139.870989,1.245260
processed_data_batch_79.npz,2000,139.740683,0.992024,139.783710,1.009358,139.123746,1.129014,138.861383,1.085231
processed_data_batch_80.npz,2000,139.481629,1.445284,139.516338,1.325100,139.246263,1.142421,139.313826,1.165528
processed_data_batch_81.npz,2000,139.697114,0.972578,139.686946,0.959853,139.455337,1.059542,139.566039,1.067176
processed_data_batch_82.npz,2000,139.728190,1.019176,139.712225,1.075490,139.658197,0.651176,139.737981,0.760428
processed_data_batch_83.npz,2000,139.346409,3.379742,139.395878,3.264196,139.526037,0.986067,139.342971,0.830224
processed_data_batch_84.npz,2000,139.889958,2.776719,139.918028,2.999619,139.507764,0.676562,139.614615,0.690138
processed_data_batch_85.npz,2000,140.118207,5.474011,140.043797,4.142746,139.350790,1.094122,139.465524,1.120691
processed_data_batch_86.npz,2000,139.556235,1.080261,139.606567,1.099264,139.446818,0.921403,139.563551,0.877350
processed_data_batch_87.npz,2000,139.387646,1.876923,139.418407,1.876381,139.455051,1.068963,139.574059,1.066896
processed_data_batch_88.npz,2000,140.120385,3.648188,140.024539,2.669658,139.315898,0.930525,139.301183,0.910554
processed_data_batch_89.npz,2000,139.595666,1.376248,139.559177,2.013188,139.921410,0.869704,139.934183,0.713795
processed_data_batch_90.npz,2000,140.084621,6.180834,140.229556,8.181948,140.068705,1.102839,140.000583,0.931352
processed_data_batch_91.npz,2000,139.796704,1.082646,139.765593,1.078115,139.971182,0.887022,139.900336,0.824455
processed_data_batch_92.npz,2000,139.632172,0.929460,139.634283,0.945149,139.589781,0.601360,139.553064,0.597471
processed_data_batch_93.npz,2000,139.909983,0.990346,139.914673,0.978785,139.982104,0.780354,140.194492,0.901466
processed_data_batch_94.npz,2000,139.959892,4.716407,140.058357,6.362025,139.578405,0.819571,139.587283,0.767688
processed_data_batch_95.npz,2000,139.501326,2.087692,139.487986,2.568478,139.470944,0.969317,139.569920,1.059668
processed_data_batch_96.npz,2000,139.427182,1.581408,139.447327,1.412116,139.478363,0.918134,139.306728,1.034651
processed_data_batch_97.npz,2000,139.741502,1.079171,139.759199,1.072010,139.683788,1.031395,139.580515,1.185896
processed_data_batch_98.npz,2000,139.695707,0.996333,139.692809,0.958138,140.514473,1.280016,140.546256,1.336467
processed_data_batch_99.npz,2000,139.743051,0.938307,139.854222,1.526109,139.612548,1.230610,139.529900,1.186332
processed_data_batch_100.npz,2000,139.747820,1.036606,139.793894,1.011852,139.966300,1.061871,140.003638,0.923436
processed_data_batch_101.npz,2000,139.656500,1.055543,139.693561,1.062859,139.647107,0.987665,139.457299,0.862494
processed_data_batch_1.npz,4000,139.298551,3.515872,139.367054,3.991216,139.355942,0.427383,139.360319,0.466218
processed_data_batch_2.npz,4000,139.752271,0.455864,139.744301,0.523765,139.808121,0.470009,139.824257,0.523315
processed_data_batch_3.npz,4000,139.409155,0.436347,139.396432,0.485884,139.441384,0.497768,139.439073,0.548593
processed_data_batch_4.npz,4000,139.404926,0.500709,139.399971,0.554567,139.437654,0.510437,139.471236,0.582899
processed_data_batch_5.npz,4000,139.828579,0.319743,139.821282,0.424996,139.774647,0.277851,139.754396,0.380847
processed_data_batch_6.npz,4000,139.658573,0.414960,139.669438,0.480970,139.633105,0.441889,139.664356,0.494524
processed_data_batch_7.npz,4000,139.634371,0.382015,139.640448,0.460514,139.630215,0.361608,139.644586,0.410962
processed_data_batch_8.npz,4000,139.533140,0.472839,139.547667,0.526987,139.575711,0.508897,139.588954,0.558834
processed_data_batch_9.npz,4000,139.920879,0.397486,139.901546,0.396356,139.926965,0.396558,139.925129,0.400988
processed_data_batch_10.npz,4000,139.639002,0.474898,139.662148,0.533301,139.585882,0.442911,139.610505,0.500068
processed_data_batch_11.npz,4000,139.423305,1.565578,139.434349,1.445044,139.556273,0.497535,139.557164,0.542989
processed_data_batch_12.npz,4000,139.559030,1.397635,139.585604,1.256038,139.541944,0.466127,139.524277,0.459127
processed_data_batch_13.npz,4000,138.668048,3.021296,138.737953,2.464156,139.098153,0.421821,139.083888,0.473568
processed_data_batch_14.npz,4000,138.461388,3.546995,138.437656,2.970781,138.174870,0.504520,138.167711,0.507322
processed_data_batch_15.npz,4000,131.674820,1.955855,131.590352,2.638491,131.744481,0.551826,131.745903,0.531709
processed_data_batch_16.npz,4000,112.649157,0.952340,112.554422,0.708259,112.761651,0.677031,112.698433,0.708865
processed_data_batch_17.npz,4000,86.512987,1.087883,86.342841,1.691224,86.588714,0.752487,86.480895,0.747170
processed_data_batch_18.npz,4000,71.957340,0.303886,71.844506,0.451668,71.945883,0.439859,71.911408,0.260795
processed_data_batch_19.npz,4000,75.616494,0.521019,75.559747,0.543942,75.716497,0.482279,75.656113,0.492907
processed_data_batch_20.npz,4000,96.498587,1.037841,96.439538,1.035639,96.524104,1.011007,96.434668,1.002420
processed_data_batch_21.npz,4000,122.641060,0.857764,122.645910,0.888638,122.580033,0.882643,122.556346,0.911104
processed_data_batch_22.npz,4000,135.898416,0.484282,135.887317,0.554960,135.866886,0.442973,135.870323,0.516437
processed_data_batch_23.npz,4000,139.012800,0.444328,138.996119,0.504492,138.954224,0.422272,138.894886,0.431321
processed_data_batch_24.npz,4000,139.288475,0.431083,139.290063,0.532193,139.301456,0.470428,139.288111,0.599036
processed_data_batch_25.npz,4000,139.445285,2.516099,139.523525,2.291021,139.297602,0.491995,139.322753,0.525906
processed_data_batch_26.npz,4000,139.492172,0.502945,139.457888,0.526181,139.464734,0.503093,139.474837,0.540562
processed_data_batch_27.npz,4000,139.383420,0.425209,139.373520,0.497110,139.337070,0.410189,139.329318,0.478548
processed_data_batch_28.npz,4000,139.533725,0.463082,139.541544,0.538526,139.521032,0.505944,139.485464,0.570171
processed_data_batch_29.npz,4000,139.551860,0.393433,139.573587,0.470903,139.491708,0.381287,139.535565,0.433405
processed_data_batch_30.npz,4000,139.459181,1.365992,139.430631,0.781584,139.483625,0.458262,139.493486,0.486505
processed_data_batch_31.npz,4000,139.306661,1.623735,139.324777,1.596569,139.542642,0.499443,139.563665,0.519108
processed_data_batch_32.npz,4000,139.500221,0.464347,139.500821,0.528996,139.481326,0.471650,139.458292,0.527642
processed_data_batch_33.npz,4000,139.497668,0.413049,139.487826,0.481581,139.534133,0.397502,139.506834,0.474319
processed_data_batch_34.npz,4000,139.587957,1.681759,139.582857,1.609491,139.455965,0.452195,139.448451,0.517536
processed_data_batch_35.npz,4000,139.429020,0.478940,139.403842,0.526073,139.409312,0.472854,139.412693,0.530543
processed_data_batch_36.npz,4000,139.392073,0.445343,139.382580,0.511189,139.451481,0.481394,139.450611,0.539720
processed_data_batch_37.npz,4000,139.358560,1.458461,139.316834,1.015288,139.462212,0.465413,139.442949,0.489654
processed_data_batch_38.npz,4000,139.263653,1.229404,139.349111,0.664482,139.512402,0.469459,139.526389,0.522024
processed_data_batch_39.npz,4000,139.279339,0.436245,139.272165,0.498019,139.297904,0.374514,139.280638,0.446554
processed_data_batch_40.npz,4000,139.049283,2.065919,138.960796,2.102495,139.192119,0.457489,139.198352,0.555882
processed_data_batch_41.npz,4000,139.128790,0.513181,139.142428,0.538504,139.052393,0.490102,139.049958,0.499344
processed_data_batch_42.npz,4000,139.061191,0.427458,139.062824,0.478346,139.070592,0.451469,139.058519,0.492582
processed_data_batch_43.npz,4000,139.227380,2.304029,139.179116,1.664882,138.968137,0.420356,138.968835,0.482597
processed_data_batch_44.npz,4000,138.696227,0.535300,138.662582,0.551581,138.646770,0.437532,138.640191,0.447316
processed_data_batch_45.npz,4000,138.493834,0.425831,138.472987,0.484890,138.413693,0.435918,138.365925,0.493963
processed_data_batch_46.npz,4000,137.714615,1.303488,137.699132,1.584262,137.880310,0.375096,137.872951,0.467974
processed_data_batch_47.npz,4000,135.812306,0.525944,135.792556,0.565361,135.756597,0.489247,135.762996,0.539270
processed_data_batch_48.npz,4000,121.716307,1.952990,121.709522,1.947535,121.747581,1.917744,121.615568,1.868541
processed_data_batch_49.npz,4000,68.923038,3.764808,68.850014,3.779546,68.843572,3.116276,68.893304,3.265975
processed_data_batch_54.npz,4000,66.119396,3.809232,66.019324,3.839753,68.066418,1.943207,67.996231,1.921329
processed_data_batch_55.npz,4000,120.566996,2.393429,120.554532,2.379273,120.681205,2.409432,120.710447,2.410547
processed_data_batch_56.npz,4000,135.866444,0.613137,135.898270,0.758179,135.749667,0.511492,135.760785,0.544821
processed_data_batch_57.npz,4000,137.889010,0.456839,137.890153,0.518623,137.913606,0.513717,137.935034,0.558945
processed_data_batch_58.npz,4000,138.434872,0.491774,138.452228,0.519783,138.448097,0.474228,138.465031,0.475622
processed_data_batch_59.npz,4000,138.803167,0.436666,138.811402,0.498040,138.786386,0.460820,138.780599,0.513598
processed_data_batch_60.npz,4000,138.817251,1.079386,138.822539,1.029944,138.929220,0.454680,138.947167,0.513042
processed_data_batch_61.npz,4000,139.213367,0.464520,139.227438,0.521464,139.207002,0.501799,139.220138,0.563652
processed_data_batch_62.npz,4000,139.136487,1.150219,139.177788,1.061444,139.192953,0.565004,139.185551,0.607994
processed_data_batch_63.npz,4000,139.285343,0.899382,139.311137,0.687177,139.337823,0.502959,139.354709,0.522797
processed_data_batch_64.npz,4000,139.407128,2.016526,139.407180,2.074612,139.340933,0.463631,139.399626,0.485011
processed_data_batch_65.npz,4000,139.356147,0.450761,139.377497,0.494155,139.333665,0.390071,139.345549,0.442707
processed_data_batch_66.npz,4000,139.485284,1.303909,139.505476,1.700859,139.353607,0.467269,139.339439,0.508310
processed_data_batch_67.npz,4000,139.384636,1.413615,139.452832,0.824425,139.528984,0.475524,139.560739,0.524912
processed_data_batch_68.npz,4000,139.687715,2.915921,139.756783,3.872154,139.465266,0.464464,139.468463,0.522267
processed_data_batch_69.npz,4000,139.536497,0.486198,139.562373,0.519272,139.597505,0.456778,139.605763,0.521711
processed_data_batch_70.npz,4000,139.579401,0.439874,139.559682,0.526239,139.631735,0.453819,139.640780,0.529125
processed_data_batch_71.npz,4000,139.568536,1.008523,139.545583,0.832493,139.462331,0.499823,139.448326,0.476876
processed_data_batch_72.npz,4000,139.581760,0.513071,139.569722,0.596046,139.592988,0.438396,139.548593,0.534212
processed_data_batch_73.npz,4000,139.315584,2.390884,139.294409,2.741924,139.531954,0.373265,139.524270,0.390201
processed_data_batch_74.npz,4000,139.589683,0.469081,139.586799,0.547733,139.534835,0.412493,139.537035,0.508262
processed_data_batch_75.npz,4000,139.592299,0.657356,139.607207,0.816110,139.561550,0.448294,139.526755,0.501906
processed_data_batch_76.npz,4000,139.534808,0.450548,139.548024,0.521373,139.562609,0.472223,139.541882,0.543215
processed_data_batch_77.npz,4000,139.559969,1.504267,139.582121,1.049022,139.663577,0.452674,139.653939,0.498527
processed_data_batch_78.npz,4000,139.572084,0.469809,139.573424,0.537716,139.585799,0.463189,139.544141,0.561550
processed_data_batch_79.npz,4000,139.653942,0.640567,139.617459,0.742863,139.639228,0.335114,139.622243,0.394038
processed_data_batch_80.npz,4000,139.612701,0.584246,139.556597,0.540420,139.473030,0.463295,139.432019,0.511689
processed_data_batch_81.npz,4000,139.563320,0.793760,139.574419,0.666478,139.667262,0.472261,139.670016,0.491993
processed_data_batch_82.npz,4000,139.750356,0.967423,139.704302,0.672599,139.605661,0.404141,139.559449,0.469444
processed_data_batch_83.npz,4000,139.783491,2.379342,139.699463,1.606246,139.601445,0.414329,139.582792,0.495772
processed_data_batch_84.npz,4000,139.435070,1.194782,139.467273,0.840429,139.525295,0.463935,139.526403,0.492318
processed_data_batch_85.npz,4000,139.697205,2.100297,139.746744,2.647544,139.496697,0.416308,139.508925,0.476631
processed_data_batch_86.npz,4000,139.475743,0.449246,139.485423,0.511955,139.506883,0.424372,139.539340,0.474550
processed_data_batch_87.npz,4000,139.666636,1.322432,139.601363,0.907406,139.513991,0.423923,139.509558,0.443469
processed_data_batch_88.npz,4000,139.755926,1.667417,139.798393,1.988035,139.635203,0.410366,139.636232,0.439111
processed_data_batch_89.npz,4000,139.738383,1.419936,139.706953,1.185771,139.553005,0.391890,139.520348,0.438589
processed_data_batch_90.npz,4000,140.003957,3.138457,140.007610,2.888422,139.617574,0.409124,139.642153,0.480289
processed_data_batch_91.npz,4000,139.665423,0.411115,139.681889,0.555276,139.689642,0.418311,139.689008,0.508744
processed_data_batch_92.npz,4000,139.648941,0.430582,139.633109,0.488636,139.702062,0.474377,139.725072,0.510490
processed_data_batch_93.npz,4000,139.598339,0.534087,139.631697,0.524891,139.530411,0.411775,139.583624,0.454305
processed_data_batch_94.npz,4000,139.695806,1.095921,139.730747,1.768392,139.604030,0.482894,139.579990,0.570478
processed_data_batch_95.npz,4000,139.622417,0.626036,139.571101,0.980468,139.684930,0.400703,139.683102,0.428689
processed_data_batch_96.npz,4000,139.634103,0.724726,139.568168,0.548050,139.614951,0.487720,139.579241,0.520193
processed_data_batch_97.npz,4000,139.639490,0.476650,139.632842,0.521778,139.542113,0.498357,139.507513,0.536961
processed_data_batch_98.npz,4000,139.748613,0.465842,139.725162,0.516473,139.752481,0.449657,139.730287,0.510736
processed_data_batch_99.npz,4000,139.514479,1.532304,139.542317,1.277158,139.683735,0.433544,139.679921,0.472681
processed_data_batch_100.npz,4000,139.563117,0.748775,139.610721,0.691294,139.590164,0.444943,139.610123,0.531081
processed_data_batch_101.npz,4000,139.671961,0.409204,139.671905,0.460949,139.664224,0.405898,139.636818,0.470182
processed_data_batch_1.npz,6000,139.182265,2.651258,139.224696,3.000460,139.399014,0.499820,139.347735,0.459148
processed_data_batch_2.npz,6000,139.768556,0.307241,139.720919,0.395073,139.814601,0.290650,139.780456,0.374077
processed_data_batch_3.npz,6000,139.429763,0.307192,139.377827,0.367482,139.427830,0.320023,139.402888,0.391751
processed_data_batch_4.npz,6000,139.473211,0.369457,139.404186,0.445060,139.502900,0.357012,139.436388,0.445992
processed_data_batch_5.npz,6000,139.869072,0.206266,139.809100,0.292324,139.875176,0.214130,139.814467,0.281860
processed_data_batch_6.npz,6000,139.663322,0.273520,139.630276,0.351823,139.653865,0.303355,139.623104,0.363089
processed_data_batch_7.npz,6000,139.653670,0.289170,139.611217,0.353799,139.624385,0.256473,139.578805,0.322172
processed_data_batch_8.npz,6000,139.523148,0.338869,139.501373,0.406207,139.512220,0.309277,139.482531,0.382334
processed_data_batch_9.npz,6000,139.884820,0.278908,139.857943,0.316551,139.901318,0.294836,139.878357,0.332531
processed_data_batch_10.npz,6000,139.642355,0.312444,139.614148,0.397381,139.594383,0.304045,139.544032,0.365323
processed_data_batch_11.npz,6000,139.526847,1.119519,139.444593,1.269901,139.621444,0.416750,139.546984,0.441543
processed_data_batch_12.npz,6000,139.289329,1.422568,139.397325,0.648230,139.477281,0.395074,139.457000,0.405456
processed_data_batch_13.npz,6000,138.782958,2.479130,138.717424,2.348355,139.081428,0.355746,139.042853,0.403607
processed_data_batch_14.npz,6000,138.297686,2.454034,138.328925,2.527187,138.150409,0.420418,138.120213,0.395360
processed_data_batch_15.npz,6000,131.761551,1.140414,131.637523,1.992450,131.843613,0.470265,131.774094,0.472043
processed_data_batch_16.npz,6000,112.685401,1.073738,112.571314,0.783884,112.752920,0.644409,112.658598,0.679378
processed_data_batch_17.npz,6000,86.621155,1.069722,86.388994,1.459844,86.521451,0.701261,86.387707,0.715767
processed_data_batch_18.npz,6000,72.016734,0.285807,71.858759,0.398514,71.987464,0.351791,71.899341,0.267482
processed_data_batch_19.npz,6000,75.659372,0.499097,75.555539,0.525312,75.763161,0.460663,75.624623,0.486721
processed_data_batch_20.npz,6000,96.545642,1.041507,96.439705,1.034780,96.532391,1.042177,96.438382,1.047887
processed_data_batch_21.npz,6000,122.680269,0.837849,122.624205,0.855556,122.654945,0.842017,122.542250,0.854658
processed_data_batch_22.npz,6000,135.905796,0.397844,135.862452,0.455359,135.888167,0.422142,135.833214,0.465695
processed_data_batch_23.npz,6000,139.019038,0.331368,138.974985,0.394043,138.980649,0.313835,138.925292,0.376654
processed_data_batch_24.npz,6000,139.310895,0.341131,139.267685,0.410445,139.313994,0.326352,139.255047,0.409697
processed_data_batch_25.npz,6000,139.354541,1.745374,139.397971,1.862252,139.342710,0.384395,139.292990,0.430236
processed_data_batch_26.npz,6000,139.522152,0.462053,139.462504,0.444784,139.493129,0.390069,139.446214,0.413113
processed_data_batch_27.npz,6000,139.411071,0.325485,139.358961,0.378622,139.400863,0.322161,139.350343,0.357753
processed_data_batch_28.npz,6000,139.574888,0.318893,139.528954,0.406563,139.558061,0.299540,139.502300,0.387406
processed_data_batch_29.npz,6000,139.572171,0.294108,139.542331,0.354499,139.536459,0.296803,139.495547,0.332556
processed_data_batch_30.npz,6000,139.622064,1.376338,139.506544,0.976013,139.483605,0.370288,139.459995,0.397077
processed_data_batch_31.npz,6000,139.367139,1.145455,139.315950,1.373676,139.471364,0.392828,139.430110,0.454678
processed_data_batch_32.npz,6000,139.526292,0.330218,139.483924,0.410192,139.549757,0.325788,139.486395,0.404907
processed_data_batch_33.npz,6000,139.518854,0.288619,139.470402,0.361209,139.538774,0.264526,139.468633,0.335680
processed_data_batch_34.npz,6000,139.588000,1.038469,139.546328,1.287919,139.481893,0.345529,139.435240,0.403540
processed_data_batch_35.npz,6000,139.466653,0.356243,139.402597,0.420152,139.477050,0.364488,139.417875,0.417484
processed_data_batch_36.npz,6000,139.411890,0.328457,139.367073,0.397775,139.404277,0.342092,139.365379,0.415045
processed_data_batch_37.npz,6000,139.427602,1.329741,139.343678,1.098589,139.426528,0.401685,139.392058,0.423767
processed_data_batch_38.npz,6000,139.277551,1.235688,139.282048,0.898788,139.396051,0.380701,139.400443,0.443656
processed_data_batch_39.npz,6000,139.297312,0.322128,139.252585,0.382788,139.291622,0.315206,139.234006,0.365516
processed_data_batch_40.npz,6000,139.223262,1.825662,139.067380,1.834765,139.199110,0.360873,139.126458,0.434517
processed_data_batch_41.npz,6000,139.137629,0.443521,139.103853,0.492764,139.114873,0.366865,139.070114,0.422792
processed_data_batch_42.npz,6000,139.065450,0.350323,139.030816,0.391182,139.071595,0.345909,139.037617,0.379138
processed_data_batch_43.npz,6000,139.083638,1.641330,139.102193,1.663897,138.964167,0.411682,138.939183,0.415302
processed_data_batch_44.npz,6000,138.724055,0.356279,138.662219,0.399508,138.691052,0.352479,138.612913,0.389315
processed_data_batch_45.npz,6000,138.499153,0.317451,138.455666,0.380847,138.438887,0.310409,138.394080,0.383086
processed_data_batch_46.npz,6000,137.817954,0.736129,137.727989,1.162858,137.899459,0.351032,137.861205,0.400602
processed_data_batch_47.npz,6000,135.839949,0.403423,135.783944,0.456471,135.759277,0.354608,135.723298,0.403615
processed_data_batch_48.npz,6000,121.727251,1.972401,121.683024,1.954578,122.035573,2.028400,121.975045,2.030828
processed_data_batch_49.npz,6000,68.955411,3.751628,68.851130,3.769371,68.852444,3.220277,68.820085,3.275986
processed_data_batch_54.npz,6000,66.147179,3.805389,66.024943,3.828658,68.218087,1.941427,68.117370,1.932264
processed_data_batch_55.npz,6000,120.619375,2.425217,120.547031,2.395687,120.716724,2.324654,120.593265,2.280243
processed_data_batch_56.npz,6000,135.859736,0.486492,135.844571,0.583666,135.822065,0.385951,135.798076,0.444535
