filename,Raw_successful_fits,Raw_I0_mean,Raw_Tau_mean,Raw_B_mean,Raw_Residuals_Std_mean,Raw_I0_std,Raw_Tau_std,Raw_B_std,Raw_Residuals_Std_std,Raw_I0_min,Raw_Tau_min,Raw_B_min,Raw_Residuals_Std_min,Raw_I0_max,Raw_Tau_max,Raw_B_max,Raw_Residuals_Std_max,Savitzky-Golay_successful_fits,Savitzky-Golay_I0_mean,Savitzky-Golay_Tau_mean,Savitzky-Golay_B_mean,Savitzky-Golay_Residuals_Std_mean,Savitzky-Golay_I0_std,Savitzky-Golay_Tau_std,Savitzky-Golay_B_std,Savitzky-Golay_Residuals_Std_std,Savitzky-Golay_I0_min,Savitzky-Golay_Tau_min,Savitzky-Golay_B_min,Savitzky-Golay_Residuals_Std_min,Savitzky-Golay_I0_max,Savitzky-Golay_Tau_max,Savitzky-Golay_B_max,Savitzky-Golay_Residuals_Std_max,TauPredictor_successful_fits,TauPredictor_I0_mean,TauPredictor_Tau_mean,TauPredictor_B_mean,TauPredictor_Residuals_Std_mean,TauPredictor_I0_std,TauPredictor_Tau_std,TauPredictor_B_std,TauPredictor_Residuals_Std_std,TauPredictor_I0_min,TauPredictor_Tau_min,TauPredictor_B_min,TauPredictor_Residuals_Std_min,TauPredictor_I0_max,TauPredictor_Tau_max,TauPredictor_B_max,TauPredictor_Residuals_Std_max
processed_data_batch_22.npz,150,0.3281677254085033,135.9714386824718,0.02221019617463978,0.0030116735914728246,0.012514708564891163,0.4265210914843454,9.690463340697782e-05,5.7631106584058376e-05,0.22065704529941624,134.7531952221757,0.021971118840772748,0.002899176539187894,0.3416657278850088,137.0666658485661,0.02244078471649387,0.0031513682737108317,150,0.32816894257910834,135.9707497606231,0.022210312016237785,0.0006029177423736245,0.012514422190179281,0.42759682826360645,9.688919286880559e-05,3.802294589364893e-05,0.22068219372840084,134.74093326603366,0.021970697999524124,0.0004849748966954741,0.3416736897853768,137.06910657061053,0.02244006664438383,0.0006982322684188022,150,0.0,136.1705,0.0,0.0,0.0,0.79370725,0.0,0.0,0,133.91345,0,0,0,138.10895,0,0
processed_data_batch_23.npz,150,0.34086773619455635,139.04647468203606,0.02237679277873353,0.0030174552619321817,0.013550308684541441,0.3372447336335806,8.992118720673211e-05,5.717097616799696e-05,0.2600672094610639,138.10859406014032,0.02211551430823939,0.002901832557139572,0.3554712855516903,139.9099678318973,0.022601601812414968,0.0031465937880110874,150,0.3408695658470337,139.0457962752134,0.022376770051835766,0.0006098359993007575,0.013550074856415817,0.3362623498667931,8.987190054625274e-05,3.848176642609956e-05,0.2600712969343736,138.12009255812924,0.022114493074298917,0.0004945260341762033,0.3554846531542783,139.9115226236478,0.022605942628243413,0.0007164983946751207,150,0.0,139.70314,0.0,0.0,0.0,0.56782454,0.0,0.0,0,137.66791,0,0,0,140.92508,0,0
processed_data_batch_24.npz,150,0.34078093720086994,139.34769492701076,0.022526323365813925,0.0030175590424847496,0.013215620727272719,0.3386120132064722,0.00010235194343994745,5.667861438464144e-05,0.282666148727813,138.4549637852991,0.022266000257710864,0.0029111322569526418,0.35489613937199477,140.248173293118,0.022798365463632148,0.0031400766015831755,150,0.34077975658537807,139.34836269484032,0.022526203613062935,0.0006038835416400788,0.013217552593959798,0.3374006785961484,0.00010235163390403595,3.658781331289542e-05,0.28265593019976726,138.46220432086423,0.022267767891082976,0.00048022308894864413,0.35486317741519463,140.26930726072055,0.02279783904985139,0.0006945630867599478,150,0.0,139.93011,0.0,0.0,0.0,0.57939845,0.0,0.0,0,137.87991,0,0,0,141.10747,0,0
processed_data_batch_25.npz,150,0.34376496217232166,139.42160267009996,0.02265105854806252,0.0030356325882262723,0.0138470494545953,1.8324446435878046,0.0002048550635880564,0.0001819732694432632,0.24828207713641492,120.53634809201552,0.021701457353908937,0.002905444522103329,0.39710144623487675,147.90080333626753,0.024425895869983564,0.004874325212726543,150,0.34376404969645696,139.42196538118574,0.02265101046985708,0.0006568211743380695,0.013845658780720176,1.8318360054227716,0.00020491255887238147,0.00032576142780221123,0.2482933928355891,120.540170177162,0.021700967628666114,0.0005229505543568285,0.3970879477053234,147.89919670416214,0.0244249436678333,0.0038228620061449173,150,0.0,139.9556,0.0,0.0,0.0,1.445631,0.0,0.0,0,125.57275,0,0,0,145.83499,0,0
processed_data_batch_26.npz,150,0.34589407663794514,139.56337853601866,0.02274717458978862,0.003020725223207824,0.01143255177159337,0.44641898270042196,9.97846020689937e-05,6.070404583766017e-05,0.25315009703535213,138.51271623996885,0.02241844769206233,0.002891938355760461,0.3589676023797116,142.87982562417545,0.023115770713988855,0.003173683156228542,150,0.34589259224085,139.56397861402385,0.022747140051553594,0.0006144684990463183,0.011432080749684184,0.44654241152174184,9.97832216195001e-05,6.41150403953106e-05,0.25315138539736387,138.51325420937684,0.022421288542066826,0.0005265750498155096,0.3589850869033428,142.87708144376978,0.023116247424682015,0.0011759619301504702,150,0.0,140.15308,0.0,0.0,0.0,0.5806312,0.0,0.0,0,137.92387,0,0,0,143.30063,0,0
processed_data_batch_27.npz,150,0.345789636651035,139.4630218364719,0.02282960088041626,0.003030152790273708,0.009445406737472774,0.32010921924963626,0.00010360996482405006,6.087592080208194e-05,0.29978644919994546,138.63504330988204,0.022568657820194727,0.0029074773762384955,0.361291016178371,140.1152706047193,0.023091174306533072,0.003185043232911987,150,0.34578633220992383,139.46471114730963,0.022829296477445044,0.0006062678504916386,0.009445829306480236,0.31927160707339614,0.0001035650814301674,3.754307892816873e-05,0.2997699612250609,138.6536006338806,0.022566639816703843,0.000528133936686224,0.36128673360442,140.1090064742253,0.023092262690353894,0.0007042147705976113,150,0.0,139.97888,0.0,0.0,0.0,0.47029597,0.0,0.0,0,138.42229,0,0,0,141.01901,0,0
processed_data_batch_28.npz,150,0.3469305502293056,139.59516711608336,0.02289759496830765,0.0030282579005835894,0.006885761680309247,0.35993923003652484,8.864533809989119e-05,5.6087997016224354e-05,0.3229445870893174,138.74409315111157,0.022642026252007032,0.0029144498819887294,0.35913713060108005,140.73954101886153,0.023127071583564193,0.003149027595760803,150,0.34693072403187675,139.59497008714885,0.022897659778545253,0.0006081924241435275,0.006884518987437527,0.3597389611841286,8.843899077585701e-05,3.4822182223018914e-05,0.32294800268546153,138.74640990398336,0.022642922883570053,0.0005309209767125809,0.35912858645670614,140.73411727845968,0.02313068841638762,0.0006881544794748889,150,0.0,140.06337,0.0,0.0,0.0,0.45151958,0.0,0.0,0,138.86452,0,0,0,141.30621,0,0
processed_data_batch_29.npz,150,0.3409941376772274,139.62403489891105,0.022944838826100784,0.0030256677265045485,0.01648214795189513,0.33078428336439497,9.586957016295458e-05,6.063055456010229e-05,0.24600593557837686,138.85467863135975,0.02267202070056456,0.0029113625282935996,0.3564376369094797,140.32873028847865,0.023192808621319873,0.0031753916184959594,150,0.34099544331470827,139.62303875391154,0.022945078276719207,0.0006045752002417313,0.016479318995329454,0.3303007284700074,9.597273833083368e-05,3.513320207195056e-05,0.24603099359552982,138.86928676295972,0.022671651552754992,0.0004956419939501458,0.3564391439091242,140.3242659967222,0.02319287863922724,0.0007088704617878794,150,0.0,140.01749,0.0,0.0,0.0,0.57249945,0.0,0.0,0,137.565,0,0,0,141.40459,0,0
processed_data_batch_30.npz,150,0.34460687494040265,139.70676482190325,0.022999395367386846,0.0030388409254462363,0.011370191252259295,1.9793963387573212,0.00021188106781363342,0.00018869406384814836,0.27295640283168804,136.23902010712447,0.021414460519302937,0.002889434465565842,0.359021882787071,158.92058841392154,0.023258866130244815,0.0048152938133591665,150,0.3446075902025187,139.70627617285,0.022999512330026044,0.0006481351714108493,0.011368193286787072,1.9785557123796336,0.00021188498145750527,0.0003386670350843831,0.2729665857293405,136.251101691642,0.021416893284597213,0.00048523200750822374,0.35898829919318526,158.9233371214113,0.023260038730864352,0.003777476616021449,150,0.0,140.08022,0.0,0.0,0.0,1.2887564,0.0,0.0,0,135.5422,0,0,0,150.68993,0,0
processed_data_batch_31.npz,150,0.3449967456749396,139.5364216468511,0.023030801992953934,0.0030272276916254383,0.009501184915513392,0.33757247338632285,9.019659916057264e-05,5.7497738615636896e-05,0.29078307648700097,138.76661095924,0.02283832600960325,0.0029238746826162234,0.3584949489526993,140.71582182717873,0.023330102560371376,0.0031700183705633085,150,0.3449973070906132,139.5361074814033,0.023030851969506307,0.0006036150514663291,0.009501195222797444,0.33772887837187077,8.981986019766523e-05,4.247455563592188e-05,0.2907662212100829,138.76013357308537,0.022841805255143368,0.0005078042755360897,0.3585138857879889,140.71132307332036,0.023327994678738622,0.0008766260235738999,150,0.0,139.99683,0.0,0.0,0.0,0.45833686,0.0,0.0,0,138.85379,0,0,0,141.26917,0,0
processed_data_batch_32.npz,150,0.34558387545838076,139.5508387427415,0.023089818231940926,0.0030275797444919298,0.009271023929326024,0.3646050207894355,8.734427778702999e-05,5.950892269481813e-05,0.3097239759114256,138.69348342477315,0.022865213801446488,0.0028907607998648293,0.3572558486065885,140.43314160407652,0.023335815407179376,0.0031722236861842453,150,0.34558413945589733,139.55087124034046,0.023089760654211835,0.0006094742385210774,0.009274834352727036,0.3640258201156896,8.752694317254851e-05,4.1001486122586856e-05,0.3097281624765926,138.70696244671598,0.02286495509213041,0.000501198589423781,0.3572666448596858,140.43562723713208,0.02333556417900438,0.0007325033030752024,150,0.0,139.98166,0.0,0.0,0.0,0.4879024,0.0,0.0,0,138.97742,0,0,0,141.41435,0,0
processed_data_batch_33.npz,150,0.3455972331377542,139.58319699864776,0.023073390571476553,0.003021848256586177,0.011421740393820063,0.3195337748998121,9.635281046783679e-05,5.8083603188456444e-05,0.2872550842938732,138.7546327943355,0.0228182899396037,0.0029124351727241892,0.3590122333951246,140.2733938700199,0.023365502560630514,0.003205511347172098,150,0.3455981493661234,139.58262127568997,0.02307357323189164,0.0006083045961136534,0.011424866766930886,0.320452856268048,9.619105236557971e-05,3.997514704735143e-05,0.2872778623279422,138.75598115261604,0.02281896129365817,0.0005061177176792493,0.35903076939934175,140.27130422056197,0.02336132930265477,0.0007079221207793511,150,0.0,140.00728,0.0,0.0,0.0,0.55437523,0.0,0.0,0,137.21625,0,0,0,141.0689,0,0
