filename,successful_fits,I0_count,I0_mean,I0_std,I0_min,I0_25%,I0_50%,I0_75%,I0_max,Tau_count,Tau_mean,Tau_std,Tau_min,Tau_25%,Tau_50%,Tau_75%,Tau_max,B_count,B_mean,B_std,B_min,B_25%,B_50%,B_75%,B_max,Residuals_std_count,Residuals_std_mean,Residuals_std_std,Residuals_std_min,Residuals_std_25%,Residuals_std_50%,Residuals_std_75%,Residuals_std_max
processed_data_batch_31.npz,150,150,1.4499136250903375,0.035153082643996095,1.3138727723061068,1.432609188437869,1.4613539605068364,1.4728873292640174,1.503071592064038,150,139.34790705213132,1.1118250889807078,126.5293945715102,139.17193830410974,139.4218038698006,139.67158740815765,140.38445700437498,150,0.023049927490685955,0.00021180919883319622,0.022748228221631885,0.022981813855043165,0.02303996000294676,0.023094827350305668,0.0252902118258908,150,0.0033388707022118944,0.00048043767810724197,0.0031518855169593287,0.00324948296574164,0.0032983263015442807,0.0033423972393240835,0.009138390176273324
processed_data_batch_32.npz,150,150,1.4501591578949735,0.03877614643710373,1.3029482356558792,1.4371108849567502,1.4618335869395807,1.4757485749344346,1.4963999803024863,150,139.48649737534524,0.33054674547871254,138.7273159754173,139.23505732091564,139.46079869371368,139.73117307729424,140.22526102718507,150,0.02308725988455382,9.072598340855561e-05,0.022845885283950634,0.023028532488692896,0.0230956965509019,0.023146458051065934,0.023322438655521825,150,0.0032984988313780254,6.128522882624518e-05,0.003157260233606261,0.003252406349518614,0.003292550117736755,0.003346805585391566,0.003434389549367194
processed_data_batch_33.npz,150,150,1.4503541673304878,0.047773559070119306,1.2078904652051063,1.4428141467789528,1.466627830167881,1.4801734984862533,1.50658453182046,150,139.4831651583727,0.2798499202070391,138.87323757244945,139.28462040480042,139.48213357279786,139.67072078340706,140.15248214538593,150,0.02307592244959962,9.551985805770738e-05,0.02285545717500821,0.02300380300581879,0.023079806061223968,0.023133757023125055,0.02333689332549946,150,0.00329161310061849,6.034184780820978e-05,0.003152367917712832,0.003248170693853648,0.0032876008640697345,0.003335008345806653,0.003449012292388097
processed_data_batch_34.npz,150,150,1.450504219512659,0.04276912350777733,1.285680510564144,1.4405221366981917,1.4651254145709882,1.477079903516919,1.5067752062275694,150,139.5350927214149,0.9383057966765619,138.6267448457232,139.23332179002716,139.49167036728008,139.72145898981557,150.27539101198667,150,0.02306506920146811,0.00021868814705825392,0.0209904114733844,0.022997475680244156,0.023074126590778996,0.02313971532201415,0.024084018021328438,150,0.003333992972235693,0.00044676103835361564,0.003139399246401476,0.0032518065445435776,0.003283959998854064,0.003336626796399724,0.008659251651004243
processed_data_batch_35.npz,150,150,1.444351033530023,0.046885637405383936,1.2461291293080643,1.4334059891240707,1.4603243238912342,1.474892624368345,1.5018633025831287,150,139.41140233061205,0.34497262425157976,138.46231350858378,139.17750078727505,139.38954562185876,139.6544500959265,140.36909444825426,150,0.023079645401147264,9.989640493355956e-05,0.02282221243854872,0.023014774042454816,0.023074443658703144,0.023149647692437464,0.023309129798606172,150,0.0033056351417913923,6.0959683841209906e-05,0.0031633362447609126,0.0032600473493532363,0.0033087898586271485,0.003350853597050929,0.00346493441844085
processed_data_batch_36.npz,150,150,1.4485115117156997,0.04968376001230423,1.1124105322055473,1.4362056202615432,1.461602349211574,1.4803649055828647,1.5057607108901663,150,139.3789427398595,0.3218673180671054,138.45971298919483,139.14375618246325,139.38128500120388,139.60671628763333,140.145274531664,150,0.02303904518668193,8.497199264021388e-05,0.022842306028795185,0.022980737693091155,0.023031128863259,0.02310375623385829,0.023236588736059393,150,0.0032933873117570395,6.307326649869499e-05,0.0031391469217374886,0.0032438343438385346,0.0032807761675490354,0.0033503057307210106,0.003442929788998098
processed_data_batch_37.npz,150,150,1.45050709178502,0.039002077108352885,1.238813610938138,1.4344466098342776,1.4623529293838233,1.474642598948254,1.4981330238430026,150,139.37860307602833,1.0413174958779212,131.0924929918622,139.14710746300992,139.34937057644993,139.65257470904763,148.08406586872698,150,0.023070577935260277,0.00020486736041950532,0.02196838537282548,0.02300416718858213,0.023057033472871177,0.023119427425307666,0.024336138323628822,150,0.003394520418612057,0.0006417714219165166,0.003176836100687389,0.003253688773341695,0.003310915037932587,0.003355690846382265,0.00894717749197248
processed_data_batch_38.npz,150,150,1.4543956291981852,0.03559842813491627,1.3282588591987403,1.4460050465161902,1.4651821717166018,1.4776864882632432,1.502304110721882,150,139.2508101479704,0.9205702343835179,128.86468204997516,139.06216524005043,139.33147712129966,139.57270073545476,140.25684361035653,150,0.023036179342123805,0.00010496214759507313,0.022634680227148058,0.0229690408261012,0.023023591844373102,0.023107647965156013,0.023546033583372195,150,0.0033403483485083523,0.0005061140151088279,0.003160416930584768,0.003253579392410511,0.0032957425006675724,0.0033472768966686843,0.00945814525413899
processed_data_batch_39.npz,150,150,1.4571504534247006,0.03758466920513564,1.2709060282086657,1.4493647891163184,1.4666826702969176,1.4789414589245138,1.5042403722212332,150,139.27077199519695,0.31074102211887406,138.70849417971257,139.0239559709716,139.24795248766924,139.48193656471744,140.0014037303071,150,0.023086510386856288,9.324329519337302e-05,0.02285714852486166,0.023028640311778127,0.023094022343031886,0.023146909482634023,0.023336637743784732,150,0.0032892329956079793,6.301548141993226e-05,0.0031287885102197852,0.0032439101694844634,0.0032837205099249945,0.0033324302780646906,0.0034773852506422543
processed_data_batch_40.npz,150,150,1.4443603214568452,0.0603257878861541,1.0768930115434845,1.4332235065376724,1.4627995723570337,1.475905530247517,1.495661967026602,150,139.158002868974,1.634432525363547,122.13863216988702,138.90522549239407,139.18809638219074,139.42111068606488,148.0100601454265,150,0.023101020232108554,0.0002966232268911473,0.022667851358554626,0.023007549701683096,0.02306798380520704,0.02314915299298076,0.026274207240635783,150,0.0034045529905234453,0.0007953100925740265,0.003136171621523451,0.003252655319008763,0.0032981384687983594,0.003343897778408253,0.011263144633089915
