filename,condition,tau_mean_WLS,tau_std_WLS,tau_mean_OLS,tau_std_OLS,tau_mean_WLS_QC,tau_std_WLS_QC,tau_mean_OLS_QC,tau_std_OLS_QC,tau_mean_robust,tau_std_robust,tau_mean_robust_QC,tau_std_robust_QC
processed_data_batch_88.npz,4000,139.755926,1.667417,139.798393,1.988035,139.635203,0.410366,139.636232,0.439111,139.767444,1.702327,139.640255,0.420807
processed_data_batch_89.npz,4000,139.738383,1.419936,139.706953,1.185771,139.546521,0.369527,139.535239,0.430346,139.734431,1.509293,139.524067,0.442526
processed_data_batch_90.npz,4000,140.003957,3.138457,140.007610,2.888422,139.607477,0.405853,139.657779,0.470316,139.948194,2.857323,139.646841,0.457942
processed_data_batch_91.npz,4000,139.665423,0.411115,139.681889,0.555276,139.679131,0.413716,139.689008,0.508744,139.673768,0.533736,139.678344,0.501088
processed_data_batch_92.npz,4000,139.648941,0.430582,139.633109,0.488636,139.711142,0.474689,139.725072,0.510490,139.632069,0.493355,139.727723,0.523946
processed_data_batch_93.npz,4000,139.598339,0.534087,139.631697,0.524891,139.530411,0.411775,139.579520,0.457481,139.627481,0.517557,139.570768,0.460392
processed_data_batch_94.npz,4000,139.695806,1.095921,139.730747,1.768392,139.603917,0.487344,139.579990,0.570478,139.729545,1.179680,139.578679,0.562840
processed_data_batch_95.npz,4000,139.622417,0.626036,139.571101,0.980468,139.684930,0.400703,139.683102,0.428689,139.617473,0.535688,139.661431,0.410638
processed_data_batch_96.npz,4000,139.634103,0.724726,139.568168,0.548050,139.633996,0.482826,139.579241,0.520193,139.566881,0.541338,139.590274,0.522235
processed_data_batch_97.npz,4000,139.639490,0.476650,139.632842,0.521778,139.542113,0.498357,139.507513,0.536961,139.627092,0.508612,139.506079,0.531512
processed_data_batch_98.npz,4000,139.748613,0.465842,139.725162,0.516473,139.752481,0.449657,139.730287,0.510736,139.725088,0.512072,139.731911,0.498062
processed_data_batch_99.npz,4000,139.514479,1.532304,139.542317,1.277158,139.681457,0.437135,139.679921,0.472681,139.521475,1.489307,139.685018,0.476517
processed_data_batch_100.npz,4000,139.563117,0.748775,139.610721,0.691294,139.590164,0.444943,139.605924,0.535290,139.617858,0.667397,139.594867,0.526646
processed_data_batch_101.npz,4000,139.671961,0.409204,139.671905,0.460949,139.661685,0.409620,139.616787,0.465006,139.668001,0.448638,139.625461,0.451333
processed_data_batch_1.npz,6000,139.182265,2.651258,139.224696,3.000460,139.398168,0.506216,139.347735,0.459148,139.286515,2.200811,139.346802,0.470377
processed_data_batch_2.npz,6000,139.768556,0.307241,139.720919,0.395073,139.814447,0.294570,139.779782,0.376586,139.721623,0.380181,139.779810,0.364207
processed_data_batch_3.npz,6000,139.429763,0.307192,139.377827,0.367482,139.427830,0.320023,139.402888,0.391751,139.371734,0.357697,139.393264,0.380765
processed_data_batch_4.npz,6000,139.473211,0.369457,139.404186,0.445060,139.502900,0.357012,139.436388,0.445992,139.406235,0.432136,139.434149,0.431026
processed_data_batch_5.npz,6000,139.869072,0.206266,139.809100,0.292324,139.864613,0.209111,139.811011,0.282175,139.806710,0.270579,139.809322,0.263927
processed_data_batch_6.npz,6000,139.663322,0.273520,139.630276,0.351823,139.651773,0.302057,139.620667,0.364621,139.623236,0.338652,139.613541,0.354080
processed_data_batch_7.npz,6000,139.653670,0.289170,139.611217,0.353799,139.624385,0.256473,139.578805,0.322172,139.605169,0.340262,139.568071,0.307473
processed_data_batch_8.npz,6000,139.523148,0.338869,139.501373,0.406207,139.512909,0.311094,139.484401,0.384280,139.493832,0.390638,139.481877,0.363986
processed_data_batch_9.npz,6000,139.884820,0.278908,139.857943,0.316551,139.901382,0.298294,139.878971,0.337684,139.855432,0.315866,139.876539,0.339406
processed_data_batch_10.npz,6000,139.642355,0.312444,139.614148,0.397381,139.594398,0.305987,139.548471,0.367824,139.600197,0.391361,139.529198,0.360566
processed_data_batch_11.npz,6000,139.526847,1.119519,139.444593,1.269901,139.621309,0.419083,139.546984,0.441543,139.451930,1.171988,139.543033,0.434760
processed_data_batch_12.npz,6000,139.289329,1.422568,139.397325,0.648230,139.477281,0.395074,139.457000,0.405456,139.392860,0.600198,139.449945,0.403246
processed_data_batch_13.npz,6000,138.782958,2.479130,138.717424,2.348355,139.068227,0.358215,139.043606,0.406805,138.725642,2.390086,139.039909,0.397843
processed_data_batch_14.npz,6000,138.297686,2.454034,138.328925,2.527187,138.150217,0.423034,138.111178,0.396297,138.309689,2.257615,138.114923,0.391154
processed_data_batch_15.npz,6000,131.761551,1.140414,131.637523,1.992450,131.843613,0.470265,131.776827,0.474485,131.687542,1.366474,131.776300,0.472332
processed_data_batch_16.npz,6000,112.685401,1.073738,112.571314,0.783884,112.754721,0.649794,112.653964,0.684402,112.586205,0.804105,112.656936,0.681957
processed_data_batch_17.npz,6000,86.621155,1.069722,86.388994,1.459844,86.512515,0.706415,86.377338,0.720505,86.439822,0.864718,86.380945,0.708776
processed_data_batch_18.npz,6000,72.016734,0.285807,71.858759,0.398514,71.987464,0.351791,71.910104,0.265974,71.878096,0.268438,71.875851,0.316972
processed_data_batch_19.npz,6000,75.659372,0.499097,75.555539,0.525312,75.747302,0.460416,75.640873,0.488137,75.550687,0.511868,75.635898,0.488809
processed_data_batch_20.npz,6000,96.545642,1.041507,96.439705,1.034780,96.508444,1.036680,96.441712,1.028384,96.439842,1.038580,96.443067,1.039574
processed_data_batch_21.npz,6000,122.680269,0.837849,122.624205,0.855556,122.666574,0.841353,122.542250,0.854658,122.618943,0.849318,122.548018,0.850767
processed_data_batch_22.npz,6000,135.905796,0.397844,135.862452,0.455359,135.879032,0.417556,135.833214,0.465695,135.857134,0.444088,135.827854,0.453057
processed_data_batch_23.npz,6000,139.019038,0.331368,138.974985,0.394043,138.980071,0.313697,138.923788,0.379043,138.977077,0.381396,138.927155,0.369619
processed_data_batch_24.npz,6000,139.310895,0.341131,139.267685,0.410445,139.313994,0.326352,139.255047,0.409697,139.259332,0.395405,139.246660,0.390715
processed_data_batch_25.npz,6000,139.354541,1.745374,139.397971,1.862252,139.349675,0.387570,139.299172,0.430155,139.358071,1.714791,139.291760,0.420562
processed_data_batch_26.npz,6000,139.522152,0.462053,139.462504,0.444784,139.493129,0.390069,139.446214,0.413113,139.465790,0.453737,139.438494,0.412207
processed_data_batch_27.npz,6000,139.411071,0.325485,139.358961,0.378622,139.397887,0.323438,139.348303,0.359847,139.358386,0.364622,139.349985,0.344998
processed_data_batch_28.npz,6000,139.574888,0.318893,139.528954,0.406563,139.553863,0.299191,139.502300,0.387406,139.525290,0.392778,139.504234,0.374492
processed_data_batch_29.npz,6000,139.572171,0.294108,139.542331,0.354499,139.536459,0.296803,139.495547,0.332556,139.535869,0.344380,139.487146,0.331867
processed_data_batch_30.npz,6000,139.622064,1.376338,139.506544,0.976013,139.483605,0.370288,139.461850,0.399388,139.526355,1.245074,139.450246,0.395403
processed_data_batch_31.npz,6000,139.367139,1.145455,139.315950,1.373676,139.471364,0.392828,139.432469,0.451996,139.317686,1.258415,139.431238,0.455281
processed_data_batch_32.npz,6000,139.526292,0.330218,139.483924,0.410192,139.543393,0.323890,139.481318,0.405764,139.479532,0.402036,139.487587,0.397072
processed_data_batch_33.npz,6000,139.518854,0.288619,139.470402,0.361209,139.541293,0.265273,139.474322,0.339896,139.462613,0.348319,139.468408,0.327123
processed_data_batch_34.npz,6000,139.588000,1.038469,139.546328,1.287919,139.482216,0.343528,139.445911,0.392652,139.537095,1.173073,139.440845,0.380782
processed_data_batch_35.npz,6000,139.466653,0.356243,139.402597,0.420152,139.467065,0.363202,139.417059,0.421400,139.409636,0.415669,139.421278,0.422303
processed_data_batch_36.npz,6000,139.411890,0.328457,139.367073,0.397775,139.403985,0.346047,139.365379,0.415045,139.365956,0.385222,139.363550,0.398038
processed_data_batch_37.npz,6000,139.427602,1.329741,139.343678,1.098589,139.426528,0.401685,139.387107,0.422735,139.358534,1.150663,139.384215,0.419394
processed_data_batch_38.npz,6000,139.277551,1.235688,139.282048,0.898788,139.408472,0.381428,139.428271,0.420823,139.256710,1.107746,139.418362,0.416081
processed_data_batch_39.npz,6000,139.297312,0.322128,139.252585,0.382788,139.291622,0.315206,139.234006,0.365516,139.247232,0.371253,139.219289,0.349487
processed_data_batch_40.npz,6000,139.223262,1.825662,139.067380,1.834765,139.205094,0.360283,139.130851,0.432736,139.096897,1.671222,139.134885,0.412572
processed_data_batch_41.npz,6000,139.137629,0.443521,139.103853,0.492764,139.104466,0.357252,139.070256,0.425457,139.096209,0.482592,139.061614,0.415915
processed_data_batch_42.npz,6000,139.065450,0.350323,139.030816,0.391182,139.070370,0.347861,139.037617,0.379138,139.027983,0.381097,139.033087,0.377343
processed_data_batch_43.npz,6000,139.083638,1.641330,139.102193,1.663897,138.961983,0.414460,138.941842,0.417373,139.093693,1.600126,138.937292,0.415492
processed_data_batch_44.npz,6000,138.724055,0.356279,138.662219,0.399508,138.690931,0.350271,138.613797,0.389214,138.661069,0.391622,138.615660,0.386426
processed_data_batch_45.npz,6000,138.499153,0.317451,138.455666,0.380847,138.450533,0.323725,138.393522,0.380519,138.454608,0.369282,138.383889,0.357249
processed_data_batch_46.npz,6000,137.817954,0.736129,137.727989,1.162858,137.899459,0.351032,137.861205,0.400602,137.745670,0.950842,137.857761,0.387168
processed_data_batch_47.npz,6000,135.839949,0.403423,135.783944,0.456471,135.771015,0.350740,135.723298,0.403615,135.784434,0.445764,135.714257,0.387437
processed_data_batch_48.npz,6000,121.727251,1.972401,121.683024,1.954578,122.059118,2.034601,121.998586,2.037433,121.677517,1.953992,121.993226,2.035242
processed_data_batch_49.npz,6000,68.955411,3.751628,68.851130,3.769371,68.967983,3.230501,68.940893,3.285969,68.850256,3.769357,68.943142,3.281595
processed_data_batch_54.npz,6000,66.147179,3.805389,66.024943,3.828658,68.218087,1.941427,68.117370,1.932264,66.025059,3.834051,68.116575,1.930418
processed_data_batch_55.npz,6000,120.619375,2.425217,120.547031,2.395687,120.680170,2.324709,120.595943,2.297481,120.543565,2.399416,120.593435,2.297960
processed_data_batch_56.npz,6000,135.859736,0.486492,135.844571,0.583666,135.812379,0.428041,135.801046,0.447230,135.818914,0.517205,135.777573,0.445263
processed_data_batch_57.npz,6000,137.884524,0.322029,137.855542,0.395506,137.877541,0.330928,137.864084,0.398421,137.852215,0.387825,137.856084,0.390040
processed_data_batch_58.npz,6000,138.451560,0.383638,138.415229,0.428091,138.411983,0.400884,138.392378,0.424864,138.408905,0.422503,138.380785,0.421617
processed_data_batch_59.npz,6000,138.830012,0.310806,138.783661,0.382037,138.813930,0.331616,138.745891,0.396052,138.780575,0.370573,138.740139,0.385591
processed_data_batch_60.npz,6000,139.001906,0.679045,138.884789,0.497396,138.957815,0.434029,138.935391,0.461880,138.875242,0.506320,138.918437,0.458328
processed_data_batch_61.npz,6000,139.210096,0.331357,139.185302,0.403893,139.229846,0.298812,139.217152,0.377459,139.185082,0.387143,139.222871,0.371977
processed_data_batch_62.npz,6000,139.250377,0.606456,139.188873,0.475399,139.269069,0.416620,139.206430,0.429444,139.190270,0.496100,139.208173,0.420539
processed_data_batch_63.npz,6000,139.279017,0.732651,139.264628,0.682503,139.366887,0.359352,139.364066,0.430236,139.248170,0.748694,139.351555,0.416795
processed_data_batch_64.npz,6000,139.465003,1.430387,139.404710,1.528975,139.344739,0.380654,139.336055,0.385895,139.366127,1.318991,139.326803,0.388811
processed_data_batch_65.npz,6000,139.383758,0.334885,139.349394,0.391921,139.366472,0.319125,139.351931,0.360226,139.343845,0.383878,139.342590,0.351858
processed_data_batch_66.npz,6000,139.469026,0.727736,139.448814,1.131507,139.403559,0.319593,139.350799,0.379092,139.430239,0.920508,139.350835,0.369106
processed_data_batch_67.npz,6000,139.397128,1.333425,139.391267,1.031228,139.530089,0.359223,139.484843,0.422501,139.376411,1.228627,139.498428,0.430887
processed_data_batch_68.npz,6000,139.585569,1.357383,139.621152,2.411573,139.488546,0.306018,139.442016,0.378790,139.573833,1.891566,139.432689,0.363631
processed_data_batch_69.npz,6000,139.534670,0.377863,139.515194,0.424755,139.568210,0.351282,139.551211,0.408606,139.502921,0.428060,139.535570,0.407540
processed_data_batch_70.npz,6000,139.578788,0.297032,139.536663,0.386932,139.603488,0.293226,139.590466,0.383655,139.539577,0.370058,139.602327,0.368445
processed_data_batch_71.npz,6000,139.572311,0.740140,139.529679,0.770135,139.555256,0.426150,139.500434,0.428909,139.535437,0.790784,139.499765,0.430095
processed_data_batch_72.npz,6000,139.568728,0.375297,139.537698,0.453712,139.585616,0.358750,139.562757,0.430559,139.534488,0.442495,139.543304,0.417543
processed_data_batch_73.npz,6000,139.409533,1.588358,139.311369,2.202787,139.564817,0.295090,139.531758,0.341921,139.331889,1.861475,139.531934,0.332800
processed_data_batch_74.npz,6000,139.582594,0.342808,139.553703,0.424548,139.579671,0.280676,139.540005,0.355923,139.552344,0.412126,139.533541,0.342371
processed_data_batch_75.npz,6000,139.540894,0.674517,139.536391,0.602044,139.607456,0.342191,139.564578,0.412827,139.523407,0.516636,139.556213,0.398664
processed_data_batch_76.npz,6000,139.566285,0.326717,139.524414,0.395104,139.560955,0.344706,139.519207,0.410397,139.518730,0.388528,139.523056,0.411989
processed_data_batch_77.npz,6000,139.513170,1.177298,139.518848,1.038051,139.661521,0.379660,139.619442,0.401987,139.507906,1.123459,139.613796,0.402983
processed_data_batch_78.npz,6000,139.618061,0.343957,139.565759,0.410962,139.639340,0.307156,139.593133,0.342573,139.561178,0.399008,139.584577,0.331272
processed_data_batch_79.npz,6000,139.674953,0.850321,139.618674,0.443882,139.615311,0.339322,139.566989,0.383447,139.602489,0.396223,139.560883,0.370937
processed_data_batch_80.npz,6000,139.667990,0.665792,139.578491,0.509370,139.584284,0.329271,139.501643,0.395184,139.583648,0.550688,139.499442,0.383112
processed_data_batch_81.npz,6000,139.655758,0.348836,139.585905,0.411326,139.678983,0.346810,139.615378,0.399630,139.584372,0.403414,139.630068,0.392383
processed_data_batch_82.npz,6000,139.682068,0.307936,139.662924,0.413257,139.659356,0.306628,139.596293,0.365630,139.660163,0.394906,139.597415,0.349845
processed_data_batch_83.npz,6000,139.782320,1.759728,139.710520,1.728754,139.691082,0.335272,139.636117,0.376699,139.705305,1.669338,139.631872,0.368370
processed_data_batch_84.npz,6000,139.515460,0.996122,139.459931,0.871650,139.584079,0.327759,139.515663,0.376842,139.460832,0.946387,139.513565,0.371253
processed_data_batch_85.npz,6000,139.670516,1.136244,139.668106,1.748636,139.594893,0.290089,139.566917,0.349328,139.635169,1.387725,139.558147,0.329613
processed_data_batch_86.npz,6000,139.531552,0.336335,139.477821,0.399676,139.534722,0.335542,139.484859,0.390443,139.476997,0.383834,139.482918,0.378383
processed_data_batch_87.npz,6000,139.601953,0.710740,139.576247,0.803261,139.538766,0.313492,139.478094,0.352038,139.562141,0.687962,139.474288,0.344926
processed_data_batch_88.npz,6000,139.696146,0.895637,139.707954,1.347171,139.611491,0.315729,139.546461,0.353988,139.682111,1.095593,139.547826,0.344003
processed_data_batch_89.npz,6000,139.731862,0.966473,139.685908,1.058303,139.666349,0.309763,139.595968,0.372022,139.686424,1.076480,139.603086,0.357798
processed_data_batch_90.npz,6000,139.838597,1.962628,139.883352,2.320375,139.661274,0.350980,139.614582,0.407253,139.805619,1.926140,139.615591,0.400285
processed_data_batch_91.npz,6000,139.655742,0.437511,139.633986,0.392318,139.687819,0.373551,139.649724,0.412706,139.626009,0.380480,139.641567,0.399952
processed_data_batch_92.npz,6000,139.684450,0.342149,139.630524,0.388196,139.693213,0.346625,139.648837,0.385075,139.629849,0.385709,139.641345,0.384512
processed_data_batch_93.npz,6000,139.656030,0.412211,139.613728,0.381115,139.664085,0.418089,139.639943,0.417901,139.610488,0.376783,139.636164,0.417205
processed_data_batch_94.npz,6000,139.660081,0.730972,139.656337,1.107338,139.675738,0.353414,139.629741,0.405759,139.658477,0.679985,139.629364,0.399237
processed_data_batch_95.npz,6000,139.681569,0.409198,139.599399,0.658252,139.667692,0.306504,139.600934,0.343434,139.633380,0.389790,139.600907,0.340367
processed_data_batch_96.npz,6000,139.662895,0.775913,139.585981,0.598281,139.615949,0.379483,139.573542,0.422903,139.588415,0.605872,139.569453,0.416360
processed_data_batch_97.npz,6000,139.665101,0.345275,139.624710,0.406058,139.645893,0.367596,139.612463,0.431686,139.623967,0.396064,139.606233,0.418899
processed_data_batch_98.npz,6000,139.730526,0.348381,139.696298,0.409106,139.731054,0.356214,139.701017,0.426463,139.695783,0.400443,139.698454,0.416071
processed_data_batch_99.npz,6000,139.555228,1.106769,139.517346,1.180256,139.671735,0.316692,139.649269,0.347981,139.517648,1.152762,139.649929,0.353359
processed_data_batch_100.npz,6000,139.581764,0.539567,139.561406,0.419799,139.635883,0.323906,139.609985,0.386348,139.563828,0.406645,139.606069,0.373080
processed_data_batch_101.npz,6000,139.687321,0.318230,139.649413,0.357807,139.691422,0.322944,139.653363,0.344684,139.644667,0.351288,139.646964,0.339604
processed_data_batch_1.npz,8000,139.213582,2.338687,139.185396,2.653361,139.427476,0.287625,139.342482,0.349426,139.244485,1.967899,139.341658,0.347641
processed_data_batch_2.npz,8000,139.829048,0.262136,139.717382,0.349759,139.861583,0.238682,139.758040,0.318016,139.717408,0.334611,139.753992,0.302999
processed_data_batch_3.npz,8000,139.491239,0.247347,139.372300,0.322119,139.490002,0.247811,139.379953,0.333956,139.367275,0.312076,139.370839,0.324323
processed_data_batch_4.npz,8000,139.567310,0.320780,139.415559,0.398358,139.581505,0.330505,139.442817,0.431166,139.418844,0.385576,139.443667,0.414651
processed_data_batch_5.npz,8000,139.906027,0.166660,139.795816,0.243712,139.910961,0.160886,139.791768,0.231631,139.794184,0.224984,139.794587,0.215895
processed_data_batch_6.npz,8000,139.729828,0.224843,139.622224,0.300632,139.712911,0.254464,139.612901,0.324026,139.617104,0.287702,139.603598,0.314301
processed_data_batch_7.npz,8000,139.726272,0.259838,139.606922,0.316795,139.716425,0.242569,139.587816,0.300697,139.602432,0.304963,139.582264,0.286209
processed_data_batch_8.npz,8000,139.593575,0.303557,139.491865,0.364321,139.590757,0.304369,139.508017,0.343935,139.484050,0.349876,139.499383,0.327978
processed_data_batch_9.npz,8000,139.940062,0.222423,139.844873,0.277512,139.937632,0.231203,139.852647,0.287923,139.842289,0.272686,139.849172,0.286060
processed_data_batch_10.npz,8000,139.683193,0.257100,139.595068,0.345925,139.641965,0.248921,139.534803,0.326283,139.583318,0.337725,139.517573,0.320902
processed_data_batch_11.npz,8000,139.613164,0.905158,139.456459,1.153251,139.696251,0.305764,139.574786,0.385707,139.468342,1.018243,139.575681,0.371714
processed_data_batch_12.npz,8000,139.280833,1.630020,139.328496,0.761248,139.532093,0.333065,139.425384,0.349546,139.321869,0.777221,139.425195,0.346659
processed_data_batch_13.npz,8000,138.918329,2.175938,138.742745,2.243757,139.240003,0.370105,139.071986,0.352321,138.769968,2.150186,139.072089,0.343634
processed_data_batch_14.npz,8000,138.337766,2.042409,138.291984,2.250212,138.241539,0.299855,138.106649,0.349121,138.255646,1.970443,138.107066,0.342061
processed_data_batch_15.npz,8000,131.783965,0.923167,131.630956,1.729703,131.857027,0.394098,131.749178,0.432015,131.695369,0.948903,131.745864,0.424541
processed_data_batch_16.npz,8000,112.731761,1.048060,112.574762,0.824076,112.771054,0.715233,112.648101,0.668466,112.591004,0.878369,112.650138,0.668670
processed_data_batch_17.npz,8000,86.666028,1.048997,86.408602,1.389864,86.533143,0.685901,86.379738,0.705825,86.457910,0.828036,86.385392,0.702114
processed_data_batch_18.npz,8000,72.034450,0.276378,71.863905,0.381345,72.005081,0.331040,71.912853,0.262041,71.882715,0.263792,71.902215,0.262883
processed_data_batch_19.npz,8000,75.688414,0.489371,75.560196,0.517824,75.771000,0.446994,75.649696,0.483296,75.556526,0.505755,75.642753,0.476709
processed_data_batch_20.npz,8000,96.594565,1.041458,96.447325,1.034489,96.553226,1.043918,96.404439,1.022748,96.448414,1.038320,96.405688,1.033639
processed_data_batch_21.npz,8000,122.712817,0.835578,122.614539,0.846044,122.729359,0.852098,122.585143,0.846325,122.609075,0.840949,122.589059,0.848418
processed_data_batch_22.npz,8000,135.968991,0.364213,135.861829,0.419649,135.972541,0.378533,135.851005,0.424489,135.859844,0.408089,135.850308,0.414760
processed_data_batch_23.npz,8000,139.079814,0.295685,138.975074,0.354268,139.051478,0.294764,138.933085,0.342034,138.977292,0.342785,138.938727,0.329801
processed_data_batch_24.npz,8000,139.364805,0.302452,139.265275,0.365923,139.351254,0.309623,139.247916,0.378717,139.260791,0.352503,139.242426,0.363548
processed_data_batch_25.npz,8000,139.415289,1.463359,139.373449,1.651132,139.407527,0.312021,139.292450,0.379391,139.342571,1.460917,139.289757,0.369921
processed_data_batch_26.npz,8000,139.591023,0.423519,139.470150,0.418584,139.553690,0.361914,139.429285,0.380350,139.474509,0.427752,139.429858,0.378188
processed_data_batch_27.npz,8000,139.457181,0.280837,139.355786,0.338898,139.449219,0.279753,139.360304,0.334744,139.355359,0.325808,139.359071,0.319295
processed_data_batch_28.npz,8000,139.623396,0.275448,139.523966,0.356866,139.615310,0.256220,139.507645,0.338569,139.521650,0.343466,139.510168,0.324143
processed_data_batch_29.npz,8000,139.618039,0.261648,139.532513,0.314352,139.604522,0.253309,139.510363,0.292189,139.526857,0.304528,139.510016,0.292439
processed_data_batch_30.npz,8000,139.673528,1.264708,139.523925,1.012520,139.524875,0.358068,139.435090,0.362423,139.529850,1.144598,139.423980,0.364819
processed_data_batch_31.npz,8000,139.448658,0.930236,139.324143,1.245601,139.554642,0.342105,139.453493,0.407459,139.332413,1.094878,139.448999,0.399100
processed_data_batch_32.npz,8000,139.567010,0.300904,139.476828,0.368221,139.572676,0.295718,139.475780,0.370140,139.473880,0.357727,139.474719,0.358440
processed_data_batch_33.npz,8000,139.572280,0.249650,139.468225,0.315539,139.591964,0.243204,139.490286,0.305306,139.462595,0.303563,139.485078,0.295964
processed_data_batch_34.npz,8000,139.622257,0.793891,139.534961,1.102787,139.561642,0.357968,139.445373,0.348183,139.523313,0.958216,139.443066,0.338216
processed_data_batch_35.npz,8000,139.503656,0.321060,139.399219,0.380293,139.494771,0.341482,139.425320,0.393306,139.404782,0.375900,139.425221,0.391996
processed_data_batch_36.npz,8000,139.465914,0.281406,139.365764,0.354580,139.486943,0.296321,139.388391,0.372533,139.366757,0.340313,139.388732,0.355673
processed_data_batch_37.npz,8000,139.478796,1.170506,139.352707,1.081523,139.430044,0.392945,139.378470,0.388390,139.366599,1.100746,139.390154,0.374360
processed_data_batch_38.npz,8000,139.299655,1.119137,139.255889,0.928260,139.424328,0.343224,139.380114,0.403608,139.237565,1.061842,139.371658,0.396653
processed_data_batch_39.npz,8000,139.363092,0.296690,139.256268,0.345790,139.347889,0.291620,139.248799,0.345960,139.253577,0.334276,139.257033,0.342975
processed_data_batch_40.npz,8000,139.321591,1.611384,139.112558,1.739711,139.294092,0.338426,139.164545,0.399919,139.152540,1.605323,139.176088,0.394098
processed_data_batch_41.npz,8000,139.243688,0.387385,139.119110,0.396666,139.193897,0.338169,139.066168,0.369151,139.113930,0.387618,139.063083,0.361490
processed_data_batch_42.npz,8000,139.126331,0.310162,139.029123,0.355679,139.116282,0.308542,139.020689,0.350681,139.027715,0.346213,139.019677,0.342896
processed_data_batch_43.npz,8000,139.109340,1.290656,139.071540,1.505190,139.061981,0.293848,138.966449,0.358338,139.054918,1.335704,138.962990,0.355428
processed_data_batch_44.npz,8000,138.777942,0.352521,138.664380,0.354894,138.744070,0.312088,138.629898,0.363707,138.663842,0.346231,138.630713,0.356997
processed_data_batch_45.npz,8000,138.542132,0.280049,138.449248,0.341414,138.522046,0.279932,138.418728,0.346598,138.448721,0.330456,138.422214,0.334239
processed_data_batch_46.npz,8000,137.882811,0.571170,137.740598,0.983304,137.942891,0.285255,137.845475,0.358135,137.757515,0.780707,137.838406,0.345837
processed_data_batch_47.npz,8000,135.887103,0.373136,135.781480,0.424152,135.806095,0.346618,135.689453,0.399138,135.783028,0.413963,135.691030,0.380897
processed_data_batch_48.npz,8000,121.760329,1.978768,121.672549,1.958415,122.044146,2.014002,121.881678,1.967318,121.668338,1.958578,121.878667,1.964420
processed_data_batch_49.npz,8000,68.972661,3.742679,68.854715,3.763273,69.037291,3.251159,68.944806,3.274020,68.854424,3.762944,68.947367,3.268721
processed_data_batch_54.npz,8000,66.171695,3.806646,66.032714,3.825567,68.229329,1.954609,68.117763,1.937058,66.031826,3.831797,68.117504,1.937315
processed_data_batch_55.npz,8000,120.691892,2.455455,120.557210,2.411523,120.720807,2.303905,120.597052,2.291855,120.555995,2.416074,120.595971,2.292665
processed_data_batch_56.npz,8000,135.911042,0.428844,135.832992,0.523245,135.900182,0.370778,135.796413,0.435931,135.813145,0.473606,135.792841,0.426363
processed_data_batch_57.npz,8000,137.939000,0.289907,137.848381,0.352910,137.922436,0.303774,137.838513,0.367991,137.847343,0.343625,137.834946,0.355376
processed_data_batch_58.npz,8000,138.510737,0.336960,138.412963,0.381527,138.500732,0.332484,138.412384,0.377731,138.408410,0.373440,138.403082,0.368668
processed_data_batch_59.npz,8000,138.863278,0.275487,138.772771,0.342613,138.857590,0.305162,138.768663,0.362410,138.770528,0.330695,138.752357,0.351683
processed_data_batch_60.npz,8000,139.120436,0.887386,138.927582,0.452722,139.023636,0.349936,138.917643,0.426864,138.917416,0.394605,138.911050,0.420559
processed_data_batch_61.npz,8000,139.257748,0.308519,139.175111,0.368193,139.272566,0.295039,139.209437,0.344613,139.174463,0.353100,139.205562,0.331163
processed_data_batch_62.npz,8000,139.301848,0.872651,139.191128,0.409114,139.292475,0.274381,139.206113,0.378256,139.186275,0.381703,139.206942,0.365553
processed_data_batch_63.npz,8000,139.337969,0.609112,139.255657,0.642860,139.410581,0.313942,139.329301,0.385835,139.245661,0.667942,139.321870,0.371316
processed_data_batch_64.npz,8000,139.496999,1.270683,139.399320,1.352097,139.361568,0.324999,139.297378,0.361182,139.365830,1.103673,139.291285,0.362618
processed_data_batch_65.npz,8000,139.435109,0.295743,139.342935,0.352860,139.419114,0.283133,139.318471,0.336100,139.339821,0.343023,139.317134,0.325794
processed_data_batch_66.npz,8000,139.519454,0.583799,139.436449,0.923431,139.489039,0.271636,139.367239,0.339684,139.422056,0.746397,139.363313,0.330601
processed_data_batch_67.npz,8000,139.456538,1.192080,139.381069,1.043748,139.571241,0.324033,139.494695,0.390075,139.373998,1.143553,139.492755,0.384944
processed_data_batch_68.npz,8000,139.577325,0.763102,139.566169,1.806646,139.527975,0.280345,139.438733,0.348288,139.518150,1.259652,139.443301,0.328471
processed_data_batch_69.npz,8000,139.583585,0.334783,139.503835,0.387173,139.603472,0.291371,139.536826,0.372039,139.494212,0.388895,139.528638,0.368880
processed_data_batch_70.npz,8000,139.618234,0.253456,139.528398,0.338292,139.643804,0.246397,139.573720,0.343364,139.530968,0.322391,139.570284,0.332784
processed_data_batch_71.npz,8000,139.617565,0.596417,139.523101,0.700610,139.579479,0.335105,139.480051,0.377043,139.525814,0.688373,139.475120,0.375850
processed_data_batch_72.npz,8000,139.627623,0.330763,139.534209,0.406152,139.659052,0.331132,139.581510,0.388463,139.533141,0.395158,139.574231,0.377358
processed_data_batch_73.npz,8000,139.487550,1.260170,139.327439,1.952103,139.597647,0.265748,139.506520,0.320984,139.355799,1.585961,139.493961,0.318259
processed_data_batch_74.npz,8000,139.628656,0.301070,139.544355,0.378431,139.632890,0.268659,139.546614,0.326246,139.543962,0.365647,139.542230,0.313735
processed_data_batch_75.npz,8000,139.589223,0.650713,139.521029,0.552569,139.617781,0.332642,139.548896,0.363132,139.508223,0.483049,139.539242,0.349928
