filename,condition,tau_mean_WLS,tau_std_WLS,tau_mean_OLS,tau_std_OLS,tau_mean_WLS_QC,tau_std_WLS_QC,tau_mean_OLS_QC,tau_std_OLS_QC,tau_mean_robust,tau_std_robust,tau_mean_robust_QC,tau_std_robust_QC
resampled_data_batch_85.npz,3,139.796112,0.601247,139.643883,1.112344,139.781275,0.203242,139.575400,0.257339,139.624268,0.846374,139.578696,0.246978
resampled_data_batch_86.npz,3,139.702456,0.260161,139.507534,0.309524,139.701239,0.263115,139.501428,0.314632,139.509718,0.297818,139.510805,0.309455
resampled_data_batch_87.npz,3,139.703193,0.751983,139.557238,0.622102,139.703422,0.233140,139.513355,0.258316,139.556185,0.518796,139.514689,0.253833
resampled_data_batch_88.npz,3,139.822034,0.483794,139.680276,0.872734,139.783619,0.231778,139.589943,0.276332,139.663543,0.680803,139.594695,0.269194
resampled_data_batch_89.npz,3,139.889138,0.615823,139.702322,0.824099,139.823457,0.269428,139.624084,0.304166,139.698698,0.745452,139.627937,0.299947
resampled_data_batch_90.npz,3,139.898973,1.163608,139.801233,1.654825,139.835542,0.250374,139.640754,0.337663,139.742401,1.234478,139.644195,0.324041
resampled_data_batch_91.npz,3,139.779036,0.431627,139.623778,0.341320,139.793270,0.368175,139.649061,0.316112,139.620625,0.339817,139.646057,0.305721
resampled_data_batch_92.npz,3,139.841195,0.273358,139.651336,0.307443,139.834488,0.300223,139.649529,0.321662,139.653093,0.302878,139.651129,0.320259
resampled_data_batch_93.npz,3,139.855693,0.432316,139.651947,0.342284,139.851869,0.264139,139.664497,0.310000,139.650146,0.337122,139.662777,0.306854
resampled_data_batch_94.npz,3,139.819336,0.583804,139.652380,0.745505,139.855887,0.291681,139.692828,0.333393,139.656367,0.466363,139.694966,0.327369
resampled_data_batch_95.npz,3,139.832633,0.329948,139.632650,0.426892,139.852298,0.222817,139.638487,0.257826,139.659380,0.272805,139.641653,0.254085
resampled_data_batch_96.npz,3,139.895300,0.594717,139.655779,0.583170,139.828347,0.271139,139.605066,0.334625,139.661485,0.576114,139.607587,0.324716
resampled_data_batch_97.npz,3,139.811516,0.335164,139.636162,0.304189,139.769918,0.382836,139.620721,0.307112,139.637205,0.291162,139.621962,0.291218
resampled_data_batch_98.npz,3,139.903216,0.255736,139.719293,0.318005,139.904834,0.253785,139.727270,0.312164,139.721445,0.310148,139.725780,0.307182
resampled_data_batch_99.npz,3,139.793259,0.711683,139.567936,0.968864,139.850348,0.259752,139.659041,0.292703,139.583531,0.833112,139.659054,0.294395
resampled_data_batch_100.npz,3,139.802113,0.686305,139.597151,0.403400,139.780434,0.279679,139.602035,0.296569,139.598137,0.378053,139.600975,0.289226
resampled_data_batch_101.npz,3,139.844369,0.238111,139.662963,0.281224,139.830106,0.238098,139.658534,0.287972,139.660551,0.277016,139.652521,0.280491
resampled_data_batch_1.npz,4,139.371611,2.068177,139.199653,2.336705,139.589125,0.452925,139.380560,0.269677,139.263580,1.773423,139.384961,0.274011
resampled_data_batch_2.npz,4,139.991421,0.241714,139.752968,0.308046,139.996983,0.239380,139.776102,0.298670,139.753001,0.296136,139.776626,0.284873
resampled_data_batch_3.npz,4,139.682663,0.209179,139.415364,0.278063,139.710494,0.222850,139.457867,0.296288,139.412886,0.269286,139.455275,0.280845
resampled_data_batch_4.npz,4,139.764717,0.275695,139.469490,0.349344,139.755124,0.242901,139.465081,0.329440,139.474922,0.335434,139.470686,0.314825
resampled_data_batch_5.npz,4,140.062122,0.156026,139.820958,0.205899,140.058376,0.154359,139.818680,0.210486,139.820231,0.191912,139.819015,0.197610
resampled_data_batch_6.npz,4,139.901088,0.198761,139.654654,0.256662,139.894301,0.220566,139.648518,0.273509,139.653721,0.249256,139.647751,0.267983
resampled_data_batch_7.npz,4,139.894841,0.220500,139.640844,0.276231,139.898145,0.206109,139.661702,0.244664,139.639560,0.265072,139.653614,0.230257
resampled_data_batch_8.npz,4,139.771562,0.275661,139.526046,0.324949,139.758657,0.274372,139.520480,0.315155,139.525397,0.311025,139.519172,0.298389
resampled_data_batch_9.npz,4,140.090782,0.188071,139.865389,0.240045,140.091124,0.188175,139.869296,0.225170,139.862951,0.234613,139.869660,0.219773
resampled_data_batch_10.npz,4,139.858043,0.218215,139.622591,0.292325,139.840732,0.213902,139.597153,0.268981,139.614621,0.282453,139.589335,0.260380
resampled_data_batch_11.npz,4,139.807508,0.749306,139.510560,1.015909,139.920440,0.437402,139.605583,0.310270,139.526062,0.864131,139.608948,0.299867
resampled_data_batch_12.npz,4,139.417881,1.639777,139.308597,0.938680,139.606194,0.502456,139.422410,0.341038,139.307921,0.962641,139.421962,0.332149
resampled_data_batch_13.npz,4,139.147996,1.881776,138.815308,2.097096,139.475063,0.494226,139.136604,0.341142,138.853472,1.902025,139.139604,0.347976
resampled_data_batch_14.npz,4,138.475114,1.716881,138.290884,1.955949,138.430013,0.315975,138.162886,0.316220,138.255537,1.676297,138.166202,0.312788
resampled_data_batch_15.npz,4,131.920971,0.825803,131.666156,1.460488,132.004936,0.421259,131.779781,0.406797,131.737961,0.667583,131.779574,0.402988
resampled_data_batch_16.npz,4,112.827497,0.999810,112.606823,0.849566,112.833899,0.779783,112.640108,0.705650,112.621096,0.888316,112.647761,0.707330
resampled_data_batch_17.npz,4,86.744045,1.038000,86.453501,1.324652,86.794727,0.700438,86.596464,0.716712,86.500371,0.811002,86.553880,0.710338
resampled_data_batch_18.npz,4,72.083106,0.277919,71.890676,0.367695,72.164284,0.250971,72.013519,0.238453,71.909184,0.261837,72.018723,0.235331
resampled_data_batch_19.npz,4,75.739942,0.483191,75.584179,0.511102,75.746016,0.441190,75.607216,0.474304,75.579944,0.500607,75.600401,0.466483
resampled_data_batch_20.npz,4,96.674121,1.038964,96.481630,1.034201,96.681263,1.071289,96.484739,1.030542,96.482930,1.036601,96.495425,1.026663
resampled_data_batch_21.npz,4,122.828247,0.849031,122.646562,0.844102,122.776221,0.876127,122.616756,0.859913,122.644462,0.839029,122.618849,0.854907
resampled_data_batch_22.npz,4,136.118493,0.359885,135.905497,0.393814,136.113140,0.376802,135.901494,0.405706,135.907497,0.384440,135.900382,0.395130
resampled_data_batch_23.npz,4,139.217254,0.247631,139.011384,0.311255,139.193048,0.248776,138.988854,0.309700,139.013733,0.301690,138.988544,0.303955
resampled_data_batch_24.npz,4,139.512545,0.259508,139.306205,0.320803,139.497611,0.265586,139.275413,0.331886,139.306367,0.313337,139.271303,0.324652
resampled_data_batch_25.npz,4,139.566333,1.252073,139.397544,1.440273,139.593841,0.429540,139.326520,0.329635,139.376524,1.239749,139.323859,0.323833
resampled_data_batch_26.npz,4,139.741983,0.400329,139.518708,0.395193,139.740972,0.394726,139.502523,0.365208,139.525820,0.401948,139.508179,0.362572
resampled_data_batch_27.npz,4,139.625206,0.255390,139.405040,0.302725,139.624468,0.254488,139.402393,0.295584,139.407120,0.292126,139.410515,0.282531
resampled_data_batch_28.npz,4,139.759670,0.259537,139.560748,0.314618,139.734962,0.250710,139.541490,0.296849,139.561813,0.305005,139.545268,0.289237
resampled_data_batch_29.npz,4,139.768298,0.238132,139.570737,0.278959,139.767694,0.243016,139.565603,0.264406,139.568347,0.268715,139.553685,0.260035
resampled_data_batch_30.npz,4,139.813789,1.121255,139.578885,1.002250,139.666066,0.374514,139.485566,0.339960,139.578266,1.001894,139.485913,0.339703
resampled_data_batch_31.npz,4,139.610221,0.739489,139.378111,1.090979,139.684312,0.278425,139.508265,0.340930,139.391053,0.924452,139.500964,0.331454
resampled_data_batch_32.npz,4,139.709184,0.267886,139.514305,0.325572,139.736332,0.265128,139.545669,0.325714,139.513730,0.315707,139.545993,0.312589
resampled_data_batch_33.npz,4,139.721605,0.225430,139.512564,0.275150,139.741750,0.228975,139.548517,0.271011,139.512847,0.266984,139.549451,0.265476
resampled_data_batch_34.npz,4,139.741447,0.641312,139.561634,0.917151,139.715211,0.447426,139.475539,0.336463,139.550751,0.774063,139.472293,0.328085
resampled_data_batch_35.npz,4,139.645612,0.285614,139.440927,0.339097,139.634033,0.304711,139.446818,0.364527,139.448722,0.334236,139.455582,0.358658
resampled_data_batch_36.npz,4,139.613747,0.255251,139.407561,0.316243,139.632934,0.271156,139.441465,0.330856,139.414951,0.305957,139.453685,0.317699
resampled_data_batch_37.npz,4,139.643792,1.021276,139.410160,1.029419,139.636813,0.611674,139.427512,0.347946,139.419073,0.974543,139.427839,0.337314
resampled_data_batch_38.npz,4,139.436650,0.968795,139.277888,0.914687,139.557672,0.307300,139.405452,0.362178,139.271937,0.954041,139.399744,0.354072
resampled_data_batch_39.npz,4,139.508487,0.260125,139.299992,0.306849,139.494141,0.236642,139.299707,0.271026,139.300225,0.298853,139.293851,0.265869
resampled_data_batch_40.npz,4,139.479049,1.357052,139.190600,1.611046,139.434595,0.308033,139.200491,0.379655,139.226183,1.448707,139.222851,0.375662
resampled_data_batch_41.npz,4,139.396605,0.540742,139.172266,0.371545,139.297774,0.354147,139.087957,0.333410,139.169912,0.356585,139.095383,0.327647
resampled_data_batch_42.npz,4,139.269162,0.280192,139.067485,0.322367,139.229038,0.278468,139.040636,0.328920,139.070181,0.315842,139.044105,0.320897
resampled_data_batch_43.npz,4,139.241627,1.015418,139.088185,1.298840,139.129245,0.492106,138.968189,0.296114,139.073436,1.089779,138.966919,0.291420
resampled_data_batch_44.npz,4,138.904999,0.346695,138.702949,0.331029,138.853384,0.287106,138.645559,0.322577,138.703855,0.324153,138.647008,0.319028
resampled_data_batch_45.npz,4,138.671770,0.261817,138.483755,0.305881,138.640108,0.267521,138.426673,0.314196,138.482032,0.297987,138.431879,0.302938
resampled_data_batch_46.npz,4,138.015444,0.497978,137.790326,0.810267,138.023621,0.255969,137.868470,0.285036,137.805803,0.626399,137.865339,0.272942
resampled_data_batch_47.npz,4,136.034090,0.360460,135.826837,0.393142,135.957211,0.330733,135.740092,0.375477,135.831409,0.384988,135.748347,0.363521
resampled_data_batch_48.npz,4,121.866082,1.994294,121.701157,1.966373,122.052437,1.989364,121.804044,1.946954,121.699682,1.965660,121.812529,1.957980
resampled_data_batch_49.npz,4,69.027442,3.739635,68.882548,3.758733,69.023009,2.987087,69.145404,2.929557,68.882675,3.758784,69.147170,2.924102
resampled_data_batch_54.npz,4,66.219340,3.813945,66.059484,3.825060,68.603204,2.410193,68.486333,2.337203,66.060261,3.830648,68.488084,2.328585
resampled_data_batch_55.npz,4,120.818766,2.472064,120.604909,2.425206,120.779559,2.268274,120.663477,2.180129,120.607839,2.429951,120.668007,2.182553
resampled_data_batch_56.npz,4,136.047384,0.402658,135.865971,0.467422,135.959238,0.375995,135.758711,0.407302,135.852252,0.432051,135.757090,0.401121
resampled_data_batch_57.npz,4,138.083593,0.259477,137.886901,0.312162,138.089874,0.267054,137.880946,0.328670,137.889953,0.304233,137.881542,0.321859
resampled_data_batch_58.npz,4,138.652772,0.326301,138.453189,0.341518,138.670386,0.345406,138.444345,0.347935,138.451569,0.336366,138.440258,0.342153
resampled_data_batch_59.npz,4,139.015848,0.238452,138.813684,0.298754,139.026936,0.263644,138.819372,0.327388,138.814453,0.287368,138.819927,0.317982
resampled_data_batch_60.npz,4,139.277573,0.928382,139.003572,0.539820,139.175493,0.307671,138.968192,0.369705,138.995259,0.440381,138.969631,0.362075
resampled_data_batch_61.npz,4,139.373717,0.274481,139.201277,0.328637,139.380266,0.268923,139.236494,0.303843,139.201795,0.314233,139.233146,0.295539
resampled_data_batch_62.npz,4,139.458382,0.959743,139.242638,0.520049,139.443892,0.288104,139.237019,0.350702,139.236108,0.419305,139.236743,0.340936
resampled_data_batch_63.npz,4,139.477344,0.503670,139.289969,0.589744,139.525096,0.258456,139.355325,0.338153,139.286917,0.586488,139.351084,0.324766
resampled_data_batch_64.npz,4,139.616214,1.069682,139.431467,1.186606,139.484760,0.322390,139.310710,0.338404,139.412450,1.003061,139.305950,0.341477
resampled_data_batch_65.npz,4,139.586995,0.267493,139.384208,0.311405,139.563909,0.265227,139.360908,0.291536,139.381165,0.302178,139.354038,0.281319
resampled_data_batch_66.npz,4,139.643224,0.566807,139.464272,0.745979,139.681250,0.460920,139.414999,0.307900,139.453626,0.606534,139.423895,0.299537
resampled_data_batch_67.npz,4,139.608456,1.022602,139.417991,1.013436,139.698105,0.304240,139.514070,0.338273,139.422661,1.017214,139.516376,0.334516
resampled_data_batch_68.npz,4,139.692128,0.433951,139.564043,1.294922,139.664061,0.241086,139.473670,0.300611,139.513318,0.717502,139.470257,0.289718
resampled_data_batch_69.npz,4,139.698181,0.300925,139.527708,0.349930,139.725989,0.287544,139.563828,0.334734,139.523786,0.349098,139.559899,0.331954
resampled_data_batch_70.npz,4,139.753710,0.228162,139.563186,0.292973,139.759024,0.237319,139.585603,0.299292,139.567862,0.280019,139.590165,0.290617
resampled_data_batch_71.npz,4,139.732502,0.477427,139.550475,0.609897,139.687084,0.316219,139.505948,0.346087,139.550449,0.574741,139.507869,0.342536
resampled_data_batch_72.npz,4,139.758953,0.281287,139.568445,0.355572,139.742040,0.276492,139.538868,0.335888,139.568698,0.341800,139.536937,0.321705
resampled_data_batch_73.npz,4,139.665006,0.986176,139.395150,1.676175,139.756373,0.232537,139.551312,0.279267,139.429992,1.301596,139.551230,0.277098
resampled_data_batch_74.npz,4,139.776124,0.271715,139.581300,0.335373,139.776596,0.246519,139.589256,0.285803,139.584659,0.323077,139.590295,0.273126
resampled_data_batch_75.npz,4,139.707959,0.652179,139.543137,0.529612,139.704856,0.406751,139.564555,0.341304,139.534798,0.487901,139.557667,0.330704
resampled_data_batch_76.npz,4,139.752679,0.238871,139.557920,0.298807,139.736952,0.230852,139.544006,0.309770,139.557081,0.291722,139.544499,0.302349
resampled_data_batch_77.npz,4,139.683287,0.977483,139.518137,0.930796,139.878468,0.262422,139.677138,0.301815,139.522497,0.913067,139.675939,0.293980
resampled_data_batch_78.npz,4,139.790612,0.241288,139.596796,0.311415,139.794844,0.198781,139.619525,0.257128,139.599119,0.300778,139.618137,0.247312
resampled_data_batch_79.npz,4,139.830739,0.859909,139.644598,0.610323,139.806261,0.272248,139.589828,0.304461,139.647301,0.642878,139.591089,0.296941
resampled_data_batch_80.npz,4,139.857374,0.515592,139.639133,0.505197,139.823439,0.289307,139.593836,0.328029,139.647719,0.534698,139.601431,0.320018
resampled_data_batch_81.npz,4,139.880243,0.515325,139.653321,0.338418,139.845350,0.262083,139.673671,0.301009,139.649215,0.313781,139.674823,0.296024
resampled_data_batch_82.npz,4,139.826008,0.592575,139.665048,0.316276,139.750822,0.825431,139.659243,0.264411,139.667761,0.284689,139.658040,0.249141
resampled_data_batch_83.npz,4,139.907575,1.049326,139.726124,1.378054,139.855836,0.270997,139.659526,0.304117,139.710399,1.142910,139.664554,0.298199
resampled_data_batch_84.npz,4,139.732787,0.716505,139.512877,0.779656,139.783514,0.277551,139.575109,0.286711,139.523911,0.748112,139.578341,0.283920
resampled_data_batch_85.npz,4,139.804337,0.601347,139.652135,1.112549,139.804239,0.215655,139.590419,0.274140,139.629963,0.843538,139.589217,0.263061
resampled_data_batch_86.npz,4,139.710724,0.260761,139.515870,0.308940,139.721169,0.264548,139.509555,0.313491,139.518182,0.297239,139.516053,0.308906
resampled_data_batch_87.npz,4,139.710805,0.751684,139.565554,0.622261,139.720687,0.219635,139.528852,0.247551,139.562612,0.518557,139.525162,0.245885
resampled_data_batch_88.npz,4,139.830905,0.483266,139.689069,0.872180,139.802775,0.230147,139.620044,0.272478,139.671111,0.679943,139.620883,0.264985
resampled_data_batch_89.npz,4,139.896956,0.615316,139.710956,0.823146,139.857126,0.248100,139.647210,0.290602,139.706206,0.739030,139.649606,0.281946
resampled_data_batch_90.npz,4,139.907573,1.163709,139.810028,1.654964,139.849963,0.250375,139.663211,0.325830,139.750834,1.234871,139.669488,0.314480
resampled_data_batch_91.npz,4,139.786039,0.432200,139.632301,0.341231,139.800488,0.369956,139.688304,0.322614,139.630381,0.339322,139.687627,0.308635
resampled_data_batch_92.npz,4,139.849791,0.273209,139.659814,0.307439,139.834808,0.313033,139.642683,0.330504,139.661145,0.306545,139.643338,0.334626
resampled_data_batch_93.npz,4,139.863856,0.431879,139.660692,0.342044,139.869982,0.261464,139.662762,0.322857,139.660255,0.333792,139.676636,0.312453
resampled_data_batch_94.npz,4,139.827108,0.583656,139.660274,0.745561,139.865487,0.343804,139.668205,0.340846,139.664739,0.468478,139.668156,0.333289
resampled_data_batch_95.npz,4,139.840026,0.330222,139.640895,0.427146,139.832689,0.381174,139.666275,0.255921,139.667232,0.273124,139.670658,0.250869
resampled_data_batch_96.npz,4,139.903135,0.594902,139.663775,0.582944,139.827448,0.268971,139.612407,0.336421,139.669626,0.576711,139.630570,0.324958
resampled_data_batch_97.npz,4,139.819371,0.335952,139.644677,0.304623,139.766234,0.407027,139.593902,0.309246,139.643797,0.294482,139.596603,0.298523
resampled_data_batch_98.npz,4,139.910928,0.256158,139.727508,0.318157,139.891024,0.237618,139.722591,0.312362,139.729008,0.307530,139.725197,0.299684
resampled_data_batch_99.npz,4,139.800911,0.710689,139.575539,0.968444,139.848848,0.253385,139.650649,0.295048,139.590327,0.832523,139.655718,0.295109
resampled_data_batch_100.npz,4,139.809678,0.686676,139.605311,0.403407,139.774472,0.298070,139.598990,0.291887,139.606535,0.378099,139.603292,0.282796
resampled_data_batch_101.npz,4,139.852898,0.238160,139.671802,0.281173,139.850820,0.239801,139.675975,0.275723,139.668379,0.274928,139.675317,0.266237
resampled_data_batch_1.npz,5,139.379740,2.070756,139.207854,2.338242,139.543005,0.577802,139.384992,0.280469,139.271288,1.777415,139.379107,0.285775
resampled_data_batch_2.npz,5,139.999051,0.241898,139.760024,0.307913,140.027006,0.226172,139.794849,0.282885,139.762912,0.295732,139.790178,0.272156
resampled_data_batch_3.npz,5,139.689487,0.208658,139.423959,0.278527,139.706439,0.198800,139.456463,0.278637,139.420982,0.269357,139.452252,0.268571
resampled_data_batch_4.npz,5,139.772785,0.276974,139.477977,0.348722,139.772869,0.263336,139.499568,0.325113,139.484435,0.337679,139.506852,0.314947
resampled_data_batch_5.npz,5,140.069716,0.158052,139.829371,0.206367,140.051161,0.169695,139.810513,0.218179,139.828582,0.193860,139.817745,0.206990
resampled_data_batch_6.npz,5,139.908386,0.199899,139.662555,0.256893,139.953588,0.209191,139.713063,0.259389,139.664390,0.243732,139.703214,0.244117
resampled_data_batch_7.npz,5,139.902646,0.221590,139.650917,0.275788,139.867820,0.223289,139.613419,0.253366,139.650661,0.267175,139.615802,0.252223
resampled_data_batch_8.npz,5,139.780409,0.273953,139.533671,0.324941,139.757784,0.287288,139.537190,0.333621,139.528795,0.311771,139.526496,0.313730
resampled_data_batch_9.npz,5,140.099188,0.187813,139.874175,0.239703,140.089852,0.211841,139.876514,0.256214,139.873529,0.232813,139.879332,0.250928
resampled_data_batch_10.npz,5,139.868271,0.219226,139.630297,0.292745,139.872664,0.198570,139.608835,0.255577,139.623174,0.284756,139.603056,0.249242
resampled_data_batch_11.npz,5,139.815065,0.748773,139.519017,1.016106,139.857820,0.285823,139.595622,0.308182,139.535896,0.861066,139.600294,0.295805
resampled_data_batch_12.npz,5,139.427829,1.638762,139.316866,0.937173,139.546309,0.878085,139.469909,0.326439,139.317234,0.964813,139.481717,0.317422
resampled_data_batch_13.npz,5,139.156154,1.881141,138.824612,2.096311,139.466078,0.503523,139.121676,0.341907,138.866371,1.898329,139.134263,0.342609
resampled_data_batch_14.npz,5,138.484309,1.719221,138.298587,1.956591,138.381150,0.327091,138.092458,0.279500,138.264991,1.678639,138.094304,0.276166
resampled_data_batch_15.npz,5,131.927992,0.829334,131.674431,1.463134,131.977209,0.405423,131.790024,0.359265,131.743792,0.673396,131.789298,0.352378
resampled_data_batch_16.npz,5,112.832439,0.999764,112.613773,0.849862,112.820634,0.885022,112.615191,0.770322,112.626402,0.890536,112.603074,0.755876
resampled_data_batch_17.npz,5,86.749896,1.039988,86.457882,1.326215,86.901345,0.743274,86.603180,0.789145,86.504489,0.808944,86.608945,0.758198
resampled_data_batch_18.npz,5,72.086549,0.278115,71.894737,0.368422,72.099435,0.389166,71.977838,0.216543,71.914044,0.264687,71.912473,0.314289
resampled_data_batch_19.npz,5,75.744026,0.483554,75.588339,0.511149,75.955772,0.404066,75.795727,0.386619,75.586200,0.500076,75.762148,0.380155
resampled_data_batch_20.npz,5,96.680221,1.037337,96.487694,1.033700,96.630250,1.129250,96.374408,1.121663,96.490588,1.036947,96.335105,1.146065
resampled_data_batch_21.npz,5,122.836312,0.847675,122.653550,0.842934,122.668416,0.931857,122.491244,0.936433,122.651356,0.840117,122.490988,0.934521
resampled_data_batch_22.npz,5,136.127259,0.359834,135.913797,0.394906,136.064243,0.399210,135.847507,0.430539,135.918142,0.388635,135.842449,0.422118
resampled_data_batch_23.npz,5,139.224767,0.248280,139.019586,0.311628,139.223926,0.243697,138.999919,0.311964,139.023518,0.299823,138.990199,0.282580
resampled_data_batch_24.npz,5,139.519487,0.258424,139.314340,0.320327,139.513509,0.244457,139.299811,0.306394,139.312667,0.309610,139.292017,0.292870
resampled_data_batch_25.npz,5,139.573650,1.253509,139.404553,1.440838,139.621827,0.391560,139.361161,0.312135,139.383252,1.238713,139.355473,0.305266
resampled_data_batch_26.npz,5,139.750017,0.402268,139.528365,0.396123,139.724377,0.302488,139.513624,0.352118,139.533485,0.401302,139.513342,0.345699
resampled_data_batch_27.npz,5,139.632403,0.255687,139.413557,0.303389,139.670025,0.251547,139.422282,0.301482,139.416397,0.291831,139.429736,0.291011
resampled_data_batch_28.npz,5,139.768768,0.258468,139.569340,0.314297,139.760872,0.279603,139.541968,0.337741,139.569134,0.302132,139.558917,0.336381
resampled_data_batch_29.npz,5,139.777184,0.240488,139.578578,0.279915,139.763711,0.249201,139.563909,0.279330,139.576914,0.275683,139.557693,0.277511
resampled_data_batch_30.npz,5,139.821156,1.120052,139.586780,1.002174,139.707941,0.332060,139.523773,0.351547,139.587042,1.009145,139.523555,0.350244
resampled_data_batch_31.npz,5,139.616984,0.738195,139.386696,1.090018,139.691236,0.268761,139.500564,0.346410,139.399680,0.920370,139.503072,0.335368
resampled_data_batch_32.npz,5,139.716937,0.267511,139.522505,0.325498,139.754417,0.268446,139.543600,0.341254,139.522130,0.312628,139.568750,0.329272
resampled_data_batch_33.npz,5,139.727779,0.225445,139.521212,0.275166,139.702225,0.222786,139.500470,0.275564,139.521827,0.266800,139.502001,0.270414
resampled_data_batch_34.npz,5,139.750457,0.641330,139.570838,0.916376,139.724650,0.473857,139.506174,0.331549,139.558803,0.773103,139.502712,0.322314
resampled_data_batch_35.npz,5,139.653620,0.286913,139.450436,0.339560,139.663689,0.287194,139.456957,0.334129,139.458360,0.334934,139.463324,0.329804
resampled_data_batch_36.npz,5,139.620606,0.254406,139.416053,0.315587,139.623763,0.268535,139.430590,0.344810,139.419850,0.302294,139.433955,0.326901
resampled_data_batch_37.npz,5,139.650224,1.021254,139.418041,1.028966,139.578643,0.738459,139.374728,0.333859,139.426502,0.977238,139.362160,0.302293
resampled_data_batch_38.npz,5,139.445425,0.969731,139.286127,0.914208,139.533958,0.299958,139.411530,0.347548,139.278340,0.958423,139.404882,0.335930
resampled_data_batch_39.npz,5,139.516512,0.259962,139.308207,0.306092,139.499049,0.235156,139.282081,0.296562,139.309743,0.297712,139.284809,0.282669
resampled_data_batch_40.npz,5,139.486604,1.356106,139.198332,1.610133,139.405056,0.300226,139.196484,0.347887,139.233193,1.452500,139.197873,0.343304
resampled_data_batch_41.npz,5,139.404177,0.539982,139.181066,0.371204,139.373146,0.261896,139.167333,0.322058,139.178755,0.355228,139.173670,0.307251
resampled_data_batch_42.npz,5,139.277002,0.281296,139.076050,0.323618,139.261432,0.272864,139.085451,0.307254,139.075015,0.316632,139.077676,0.301601
resampled_data_batch_43.npz,5,139.247415,1.014547,139.096246,1.297999,139.187376,0.247109,138.994269,0.298691,139.080104,1.082753,138.993922,0.299825
resampled_data_batch_44.npz,5,138.913224,0.344329,138.711508,0.329907,138.893244,0.295515,138.672705,0.338708,138.711790,0.321163,138.678038,0.331485
resampled_data_batch_45.npz,5,138.680635,0.261412,138.492713,0.306316,138.660320,0.245597,138.448119,0.279895,138.492393,0.296170,138.459635,0.273362
resampled_data_batch_46.npz,5,138.024974,0.498383,137.799829,0.810367,138.038904,0.237901,137.888171,0.317668,137.815271,0.626161,137.881051,0.307631
resampled_data_batch_47.npz,5,136.042130,0.361396,135.834320,0.393097,136.096194,0.387138,135.880473,0.385730,135.836688,0.385423,135.880753,0.376694
resampled_data_batch_48.npz,5,121.873031,1.994563,121.708357,1.967473,122.070924,1.992593,121.924182,1.975494,121.704523,1.965842,121.916147,1.975539
resampled_data_batch_49.npz,5,69.031921,3.739360,68.887707,3.758807,69.361673,3.477669,69.246975,3.812632,68.890156,3.758647,69.243191,3.804223
resampled_data_batch_54.npz,5,66.222641,3.813293,66.063357,3.825624,67.951266,1.747303,67.306896,1.964546,66.062865,3.833585,68.167014,2.284628
resampled_data_batch_55.npz,5,120.824172,2.472037,120.611476,2.426276,120.777028,2.176708,120.491274,2.324583,120.611164,2.429943,120.489194,2.326444
resampled_data_batch_56.npz,5,136.054110,0.404448,135.875736,0.467209,135.978337,0.404828,135.753596,0.430187,135.860900,0.431092,135.753246,0.425405
resampled_data_batch_57.npz,5,138.092337,0.259362,137.896013,0.311484,138.067087,0.247246,137.896651,0.295525,137.896354,0.303716,137.882613,0.285886
resampled_data_batch_58.npz,5,138.659635,0.326241,138.461858,0.341056,138.657220,0.339546,138.426118,0.294517,138.460816,0.333448,138.423123,0.287381
resampled_data_batch_59.npz,5,139.026041,0.239099,138.822850,0.299978,139.017963,0.261699,138.807736,0.318322,138.823656,0.290529,138.806758,0.311531
resampled_data_batch_60.npz,5,139.285147,0.927092,139.011587,0.540075,139.166775,0.278623,138.966633,0.353748,139.006968,0.448698,138.965723,0.348951
resampled_data_batch_61.npz,5,139.382972,0.273488,139.210299,0.328123,139.394938,0.271705,139.229202,0.313298,139.210021,0.315474,139.222654,0.304162
resampled_data_batch_62.npz,5,139.466063,0.960481,139.251770,0.520251,139.451952,0.274379,139.277975,0.315576,139.247174,0.417628,139.275317,0.306743
resampled_data_batch_63.npz,5,139.484597,0.505412,139.297293,0.590126,139.556165,0.243092,139.398214,0.317406,139.292915,0.587424,139.405366,0.307302
resampled_data_batch_64.npz,5,139.623232,1.068725,139.438716,1.186441,139.472129,0.320654,139.320804,0.340204,139.415735,0.998173,139.311104,0.335423
resampled_data_batch_65.npz,5,139.595301,0.267667,139.392445,0.311015,139.617016,0.281885,139.407520,0.315080,139.391740,0.302159,139.406408,0.306671
resampled_data_batch_66.npz,5,139.650683,0.567110,139.473587,0.746239,139.702359,0.524472,139.430850,0.317382,139.461839,0.606086,139.430889,0.305657
resampled_data_batch_67.npz,5,139.615920,1.025529,139.426323,1.013232,139.685577,0.289120,139.498154,0.357171,139.432968,1.015794,139.507502,0.354333
resampled_data_batch_68.npz,5,139.701985,0.433408,139.573505,1.294151,139.675619,0.219894,139.468176,0.243704,139.525269,0.715148,139.470838,0.235244
resampled_data_batch_69.npz,5,139.706986,0.301131,139.536574,0.349977,139.719528,0.281389,139.574384,0.287102,139.530003,0.348528,139.566510,0.286040
resampled_data_batch_70.npz,5,139.763352,0.228024,139.571387,0.293442,139.766573,0.254652,139.586578,0.328929,139.575113,0.278642,139.591664,0.316115
resampled_data_batch_71.npz,5,139.740459,0.477726,139.558163,0.610984,139.739668,0.303274,139.554672,0.390557,139.559633,0.577875,139.555792,0.383838
resampled_data_batch_72.npz,5,139.766601,0.280855,139.576510,0.356151,139.708579,0.271173,139.510486,0.334458,139.578733,0.342942,139.494222,0.311383
