num_signals,tau_mean_WLS,tau_std_WLS,tau_mean_OLS,tau_std_OLS,tau_mean_WLS_QC,tau_std_WLS_QC,tau_mean_OLS_QC,tau_std_OLS_QC
10,139.777268,0.830887,139.583465,0.196756,139.659255,0.966419,139.506556,0.179958
20,139.657734,0.669735,139.431263,0.266586,139.594015,0.703045,139.345286,0.241094
30,139.657626,0.574274,139.412652,0.262729,139.635396,0.635835,139.359283,0.249358
40,139.664142,0.521895,139.419216,0.271252,139.664494,0.583800,139.388650,0.260312
50,139.634660,0.490647,139.396999,0.283664,139.640780,0.554288,139.373403,0.266260
60,139.598707,0.462594,139.366168,0.283443,139.581527,0.501909,139.323503,0.269486
70,139.587303,0.433523,139.351909,0.274474,139.564848,0.470942,139.312051,0.264612
80,139.598814,0.414139,139.369434,0.275632,139.572297,0.451661,139.331994,0.266563
90,139.588769,0.394864,139.355859,0.270506,139.567606,0.432435,139.323320,0.260090
100,139.588769,0.394864,139.355859,0.270506,139.567606,0.432435,139.323320,0.260090
110,139.588769,0.394864,139.355859,0.270506,139.567606,0.432435,139.323320,0.260090
120,139.588769,0.394864,139.355859,0.270506,139.567606,0.432435,139.323320,0.260090
130,139.588769,0.394864,139.355859,0.270506,139.567606,0.432435,139.323320,0.260090
140,139.588769,0.394864,139.355859,0.270506,139.567606,0.432435,139.323320,0.260090
150,139.588769,0.394864,139.355859,0.270506,139.567606,0.432435,139.323320,0.260090
