num_signals,tau_mean_WLS,tau_std_WLS,tau_mean_OLS,tau_std_OLS,tau_mean_WLS_QC,tau_std_WLS_QC,tau_mean_OLS_QC,tau_std_OLS_QC
10,140.217450,1.830266,139.694387,0.769753,139.593601,0.488938,139.432897,0.509462
20,140.769205,2.765199,140.307522,2.496997,139.652789,0.391002,139.455374,0.401847
30,140.447438,2.305945,140.078634,2.069884,139.689790,0.351990,139.517096,0.374659
40,140.223356,2.036839,139.879177,1.831235,139.671800,0.323042,139.495982,0.346909
50,140.068940,1.850189,139.759428,1.657909,139.610292,0.323376,139.445386,0.331830
60,139.971961,1.703526,139.683520,1.525727,139.597323,0.297859,139.435332,0.315075
70,139.898239,1.587911,139.628065,1.421240,139.563906,0.283718,139.392680,0.309956
80,139.831110,1.497458,139.569142,1.341547,139.556374,0.278402,139.385526,0.310202
90,139.780484,1.420818,139.523860,1.274650,139.521619,0.283104,139.343926,0.325023
100,139.780484,1.420818,139.523860,1.274650,139.521619,0.283104,139.343926,0.325023
110,139.780484,1.420818,139.523860,1.274650,139.521619,0.283104,139.343926,0.325023
120,139.780484,1.420818,139.523860,1.274650,139.521619,0.283104,139.343926,0.325023
130,139.780484,1.420818,139.523860,1.274650,139.521619,0.283104,139.343926,0.325023
140,139.780484,1.420818,139.523860,1.274650,139.521619,0.283104,139.343926,0.325023
150,139.780484,1.420818,139.523860,1.274650,139.521619,0.283104,139.343926,0.325023
